peak.id	CRX_Corbo	N50	HDmono	HDdimer	NRL	AP1
peak.5447	0	0	0	0	2	2
peak.5448	1	0	1	1	2	0
peak.5449	0	0	0	1	2	0
peak.545	4	1	2	0	0	2
peak.5450	2	1	2	0	2	0
peak.5451	2	0	1	0	0	0
peak.5452	2	0	2	0	0	0
peak.5453	2	0	2	1	1	1
peak.5454	3	1	3	0	1	1
peak.5455	2	2	2	0	1	0
peak.5456	3	1	3	0	0	2
peak.5457	2	0	2	0	0	0
peak.5458	2	1	2	1	0	1
peak.5459	0	0	0	0	1	0
peak.546	4	1	4	0	0	1
peak.5460	2	0	3	0	0	1
peak.5461	2	0	2	0	0	1
peak.5462	4	1	3	0	0	0
peak.5463	0	0	0	0	1	2
peak.5464	2	0	3	0	0	1
peak.5465	2	1	2	0	1	0
peak.5466	1	1	1	1	0	1
peak.5467	1	2	1	1	0	0
peak.5468	2	1	2	0	0	0
peak.5469	2	6	1	0	2	2
peak.547	2	0	2	0	0	0
peak.5470	2	0	2	0	0	1
peak.5471	2	1	1	0	1	3
peak.5472	0	0	0	0	1	0
peak.5473	1	1	1	1	1	0
peak.5474	3	1	2	0	1	0
peak.5475	1	0	1	0	1	0
peak.5476	0	2	0	0	1	2
peak.5477	1	1	1	0	0	0
peak.5478	2	0	2	0	1	0
peak.5479	0	0	0	0	1	0
peak.548	3	0	2	0	2	0
peak.5480	2	0	2	0	0	0
peak.5481	0	1	1	0	0	1
peak.5482	1	0	1	0	0	0
peak.5483	3	0	2	0	0	0
peak.5484	3	0	3	0	2	0
peak.5485	0	0	0	1	0	0
peak.5486	0	0	0	1	1	1
peak.5487	3	0	2	0	1	1
peak.5488	1	0	1	1	0	1
peak.5489	3	0	2	0	0	0
peak.549	1	0	1	0	1	0
peak.5490	2	0	2	1	0	0
peak.5491	1	0	1	0	0	1
peak.5492	3	1	2	0	2	0
peak.5493	3	0	3	0	0	4
peak.5494	0	1	0	1	0	0
peak.5495	3	0	2	0	3	2
peak.5496	2	0	3	0	1	2
peak.5497	3	0	2	0	2	1
peak.5498	4	1	3	0	1	2
peak.5499	0	0	0	0	0	0
peak.55	2	0	2	0	2	0
peak.550	0	0	0	0	1	1
peak.5500	1	0	2	0	0	0
peak.5501	4	0	4	0	2	1
peak.5502	4	0	3	0	1	1
peak.5503	1	2	0	0	0	1
peak.5504	1	0	0	0	0	0
peak.5505	2	0	3	0	1	0
peak.5506	2	0	2	0	1	0
peak.5507	3	0	3	0	0	0
peak.5508	1	1	1	1	0	1
peak.5509	2	0	1	0	0	0
peak.551	2	1	1	0	1	0
peak.5510	3	0	2	0	0	1
peak.5511	2	1	2	0	3	1
peak.5512	0	0	0	1	1	1
peak.5513	0	1	1	0	1	1
peak.5514	5	0	3	0	0	0
peak.5515	1	3	0	0	3	1
peak.5516	3	1	2	1	0	0
peak.5517	0	0	0	0	0	0
peak.5518	0	0	0	0	0	0
peak.5519	1	0	2	0	1	0
peak.552	1	0	1	0	0	0
peak.5520	2	3	1	0	2	0
peak.5521	1	0	0	0	0	0
peak.5522	1	0	1	0	2	0
peak.5523	1	1	0	0	1	1
peak.5524	0	0	0	0	2	2
peak.5525	1	1	0	0	1	1
peak.5526	1	0	2	0	2	1
peak.5527	2	0	2	0	1	0
peak.5528	2	1	2	0	1	1
peak.5529	1	0	1	0	1	0
peak.553	1	0	1	1	1	0
peak.5530	2	0	3	0	0	0
peak.5531	2	0	2	0	1	0
peak.5532	2	0	3	0	1	0
peak.5533	0	0	0	0	0	0
peak.5534	1	0	1	0	0	0
peak.5535	1	1	1	0	2	0
peak.5536	1	1	0	0	1	0
peak.5537	2	0	3	0	1	0
peak.5538	0	0	0	0	0	0
peak.5539	3	0	1	1	0	0
peak.554	3	0	3	0	0	0
peak.5540	2	1	2	1	2	0
peak.5541	2	0	3	0	0	0
peak.5542	3	1	3	0	1	1
peak.5543	1	1	1	0	0	0
peak.5544	0	0	2	0	0	0
peak.5545	2	0	2	0	1	0
peak.5546	1	0	1	0	1	1
peak.5547	3	1	3	0	0	1
peak.5548	3	0	2	0	0	0
peak.5549	3	0	3	0	0	0
peak.555	1	0	1	0	1	2
peak.5550	3	1	3	0	0	0
peak.5551	0	0	0	1	0	0
peak.5552	2	0	3	0	1	0
peak.5553	2	0	2	0	0	0
peak.5554	1	0	1	0	1	0
peak.5555	0	0	0	0	0	4
peak.5556	2	0	2	0	1	0
peak.5557	2	0	1	0	1	0
peak.5558	4	1	4	0	2	2
peak.5559	0	0	0	1	1	0
peak.556	2	0	1	1	1	1
peak.5560	0	0	0	0	0	1
peak.5561	1	1	2	0	1	0
peak.5562	1	0	1	0	1	1
peak.5563	0	0	0	0	0	0
peak.5564	2	0	2	0	2	0
peak.5565	1	0	1	0	0	1
peak.5566	1	0	1	0	2	0
peak.5567	3	0	2	0	0	0
peak.5568	0	0	0	0	0	0
peak.5569	4	1	3	0	2	1
peak.557	1	0	1	0	0	0
peak.5570	3	0	2	0	1	2
peak.5571	1	1	1	0	1	0
peak.5572	2	0	3	0	1	0
peak.5573	3	1	3	0	0	1
peak.5574	0	0	1	0	0	0
peak.5575	1	0	2	0	1	1
peak.5576	1	0	1	0	3	2
peak.5577	2	0	2	0	0	0
peak.5578	1	0	2	0	0	0
peak.5579	1	0	1	1	1	1
peak.558	4	2	4	0	2	2
peak.5580	3	2	2	2	0	4
peak.5581	0	2	0	0	0	1
peak.5582	0	0	0	0	0	2
peak.5583	4	0	3	0	2	0
peak.5584	2	0	0	0	1	0
peak.5585	2	1	1	0	2	0
peak.5586	3	3	3	0	1	1
peak.5587	2	1	2	0	0	0
peak.5588	1	0	1	0	2	1
peak.5589	1	0	1	0	2	1
peak.559	0	0	0	0	0	0
peak.5590	3	0	2	1	1	0
peak.5591	2	0	1	0	0	1
peak.5592	3	0	3	1	1	1
peak.5593	2	0	2	0	2	1
peak.5594	2	2	1	1	0	1
peak.5595	0	1	0	0	0	0
peak.5596	0	0	0	1	2	0
peak.5597	3	0	2	0	1	3
peak.5598	2	1	1	0	3	0
peak.5599	2	1	1	0	0	1
peak.56	0	0	1	0	2	0
peak.560	2	0	3	0	0	0
peak.5600	0	0	0	1	0	1
peak.5601	3	2	0	0	0	1
peak.5602	3	1	2	0	1	0
peak.5603	1	0	1	0	1	1
peak.5604	0	0	0	0	0	0
peak.5605	2	0	2	0	1	2
peak.5606	0	1	0	1	0	2
peak.5607	0	1	0	1	1	1
peak.5608	2	0	2	1	0	1
peak.5609	3	1	2	0	0	0
peak.561	2	4	1	1	0	0
peak.5610	1	0	1	1	1	0
peak.5611	0	0	0	0	0	0
peak.5612	0	0	0	0	0	1
peak.5613	0	0	0	0	0	2
peak.5614	1	0	2	0	1	0
peak.5615	3	0	2	0	0	3
peak.5616	3	0	2	1	1	0
peak.5617	1	0	1	0	2	0
peak.5618	2	0	1	0	2	1
peak.5619	2	1	2	0	2	0
peak.562	1	0	1	0	0	0
peak.5620	0	0	0	0	0	2
peak.5621	2	0	2	0	2	0
peak.5622	2	0	1	0	0	0
peak.5623	2	0	1	0	0	0
peak.5624	2	0	2	2	0	0
peak.5625	2	0	2	0	1	0
peak.5626	3	0	3	0	1	0
peak.5627	2	1	2	0	0	0
peak.5628	3	0	3	0	1	0
peak.5629	1	0	1	0	0	1
peak.563	2	0	3	0	2	2
peak.5630	3	0	4	0	3	1
peak.5631	1	3	2	0	0	2
peak.5632	3	2	2	0	2	2
peak.5633	1	0	1	0	1	0
peak.5634	2	0	3	0	4	0
peak.5635	0	0	0	0	0	1
peak.5636	1	1	1	0	0	0
peak.5637	1	0	1	0	0	2
peak.5638	2	0	2	1	0	0
peak.5639	1	0	1	0	1	1
peak.564	1	0	1	0	0	1
peak.5640	1	1	1	0	2	0
peak.5641	0	0	0	1	3	0
peak.5642	1	0	1	0	0	0
peak.5643	1	0	1	0	1	0
peak.5644	2	0	2	0	1	0
peak.5645	3	1	2	0	0	1
peak.5646	3	0	3	0	1	0
peak.5647	0	0	0	1	0	3
peak.5648	1	0	1	0	2	0
peak.5649	2	0	2	0	0	0
peak.565	1	0	1	0	1	0
peak.5650	0	4	1	0	1	1
peak.5651	2	1	2	0	0	0
peak.5652	4	2	2	0	3	3
peak.5653	2	0	2	0	1	0
peak.5654	2	1	3	0	0	2
peak.5655	1	1	0	0	0	1
peak.5656	0	0	0	0	1	1
peak.5657	0	0	2	0	2	0
peak.5658	3	0	2	0	2	0
peak.5659	2	0	2	0	0	0
peak.566	0	0	0	1	1	0
peak.5660	2	1	2	0	0	2
peak.5661	3	0	3	0	0	0
peak.5662	0	1	0	0	1	0
peak.5663	1	0	1	0	0	0
peak.5664	3	0	3	0	1	0
peak.5665	0	4	0	0	0	0
peak.5666	1	0	1	1	0	1
peak.5667	1	0	2	0	2	0
peak.5668	0	0	0	0	3	0
peak.5669	2	0	2	0	0	1
peak.567	4	0	5	0	1	1
peak.5670	3	0	1	0	1	1
peak.5671	0	0	0	0	0	0
peak.5672	1	0	1	0	1	1
peak.5673	1	0	2	0	0	1
peak.5674	1	0	0	0	0	0
peak.5675	2	0	2	0	1	0
peak.5676	0	0	0	1	1	0
peak.5677	2	0	1	0	1	1
peak.5678	2	0	2	1	1	1
peak.5679	0	0	1	0	0	0
peak.568	2	1	2	0	1	0
peak.5680	1	1	0	0	3	0
peak.5681	2	1	2	0	0	1
peak.5682	1	0	0	0	1	0
peak.5683	3	0	2	0	1	0
peak.5684	2	0	3	0	2	1
peak.5685	0	0	0	1	0	2
peak.5686	1	1	1	0	2	0
peak.5687	3	0	3	0	0	0
peak.5688	2	0	2	0	0	0
peak.5689	4	1	3	0	0	1
peak.569	1	0	1	0	0	0
peak.5690	1	0	1	0	0	0
peak.5691	3	1	3	0	1	0
peak.5692	1	0	1	0	1	0
peak.5693	1	0	0	0	2	2
peak.5694	2	0	2	0	0	0
peak.5695	2	0	2	0	0	0
peak.5696	1	0	0	0	0	0
peak.5697	3	2	3	1	0	0
peak.5698	2	1	2	0	0	0
peak.5699	1	0	1	0	0	0
peak.57	0	0	0	0	1	0
peak.570	3	0	2	0	0	0
peak.5700	2	0	2	1	1	2
peak.5701	1	3	1	1	0	1
peak.5702	1	0	1	0	1	0
peak.5703	1	0	0	0	1	1
peak.5704	2	0	1	0	0	0
peak.5705	1	0	1	0	0	0
peak.5706	1	0	0	0	1	1
peak.5707	3	0	3	0	1	2
peak.5708	3	0	3	0	2	0
peak.5709	1	0	1	0	0	0
peak.571	2	0	1	1	0	2
peak.5710	3	0	3	0	0	0
peak.5711	2	2	1	0	1	0
peak.5712	1	0	1	0	2	0
peak.5713	1	0	1	1	1	0
peak.5714	3	0	1	0	2	3
peak.5715	3	2	3	0	0	0
peak.5716	1	0	1	0	3	3
peak.5717	3	0	3	0	1	0
peak.5718	3	0	2	0	2	1
peak.5719	1	0	1	0	2	1
peak.572	4	0	1	0	1	0
peak.5720	0	0	0	0	0	1
peak.5721	2	0	2	0	0	0
peak.5722	3	0	1	0	2	1
peak.5723	1	0	1	0	1	0
peak.5724	0	0	0	0	0	0
peak.5725	1	0	2	0	1	0
peak.5726	2	0	3	1	1	0
peak.5727	3	0	1	2	0	0
peak.5728	3	1	1	0	2	3
peak.5729	0	0	0	2	0	0
peak.573	2	1	1	0	0	1
peak.5730	2	0	2	0	2	1
peak.5731	0	0	0	0	0	1
peak.5732	3	0	2	0	3	1
peak.5733	3	0	3	0	1	0
peak.5734	2	0	3	1	1	0
peak.5735	2	0	2	0	2	1
peak.5736	0	0	0	0	1	0
peak.5737	2	1	2	0	2	1
peak.5738	1	1	1	0	2	3
peak.5739	2	1	1	0	3	1
peak.574	2	0	2	1	0	1
peak.5740	1	0	1	0	0	1
peak.5741	1	2	0	0	3	1
peak.5742	0	0	1	0	3	0
peak.5743	4	0	2	0	1	0
peak.5744	2	0	1	0	2	0
peak.5745	4	1	2	0	1	1
peak.5746	1	0	1	0	0	0
peak.5747	2	1	2	1	0	0
peak.5748	4	6	2	1	0	1
peak.5749	2	0	2	0	1	1
peak.575	0	1	0	1	1	1
peak.5750	1	0	1	0	0	0
peak.5751	2	5	1	0	1	1
peak.5752	0	0	0	0	1	1
peak.5753	1	1	2	0	0	0
peak.5754	2	1	2	0	1	1
peak.5755	2	2	1	0	2	2
peak.5756	0	1	0	0	0	0
peak.5757	4	1	2	0	0	2
peak.5758	3	1	2	0	0	0
peak.5759	3	0	3	0	2	0
peak.576	2	0	3	0	0	0
peak.5760	2	1	1	1	0	0
peak.5761	1	1	1	1	2	0
peak.5762	2	0	2	0	0	1
peak.5763	0	0	0	0	1	2
peak.5764	2	0	1	0	0	1
peak.5765	1	0	1	1	0	0
peak.5766	1	0	2	0	0	0
peak.5767	0	1	1	0	2	0
peak.5768	1	1	1	1	0	3
peak.5769	2	0	2	0	1	1
peak.577	3	2	1	0	0	0
peak.5770	2	0	2	0	4	0
peak.5771	1	0	1	0	0	0
peak.5772	4	2	4	0	0	1
peak.5773	0	1	0	0	0	0
peak.5774	1	0	1	0	2	2
peak.5775	1	0	1	1	0	0
peak.5776	4	0	6	0	0	3
peak.5777	1	2	1	1	1	0
peak.5778	2	0	1	0	0	0
peak.5779	2	1	2	0	1	2
peak.578	3	0	2	0	0	0
peak.5780	0	0	0	0	0	0
peak.5781	3	0	3	0	1	0
peak.5782	3	0	3	0	0	0
peak.5783	2	0	2	0	0	2
peak.5784	5	0	4	1	0	1
peak.5785	2	0	2	0	1	1
peak.5786	2	1	2	0	1	0
peak.5787	0	1	0	0	1	0
peak.5788	1	1	3	0	2	0
peak.5789	0	1	0	1	0	1
peak.579	3	0	4	0	0	0
peak.5790	1	0	1	0	0	0
peak.5791	1	0	1	1	1	1
peak.5792	4	0	3	0	1	2
peak.5793	3	1	3	0	2	1
peak.5794	4	0	4	0	1	1
peak.5795	3	0	2	0	1	0
peak.5796	2	0	2	0	2	1
peak.5797	4	1	3	0	0	1
peak.5798	0	0	0	3	0	0
peak.5799	0	0	0	0	0	1
peak.58	2	0	2	0	0	0
peak.580	1	2	1	0	1	2
peak.5800	3	0	1	0	0	1
peak.5801	3	0	2	0	2	1
peak.5802	0	0	0	1	2	1
peak.5803	1	0	1	0	0	0
peak.5804	2	0	1	0	2	0
peak.5805	1	0	0	1	1	0
peak.5806	1	0	1	0	0	0
peak.5807	3	0	2	0	1	0
peak.5808	3	0	3	0	0	0
peak.5809	4	1	4	0	1	0
peak.581	4	2	2	0	3	1
peak.5810	0	0	0	0	0	0
peak.5811	1	0	0	0	0	0
peak.5812	2	3	1	2	0	0
peak.5813	1	0	2	0	0	2
peak.5814	1	3	0	1	0	1
peak.5815	1	2	1	0	2	0
peak.5816	0	0	0	1	0	0
peak.5817	1	0	1	0	0	2
peak.5818	0	0	0	0	0	1
peak.5819	8	2	6	0	0	0
peak.582	2	1	3	0	1	0
peak.5820	1	1	1	0	1	0
peak.5821	1	0	2	0	1	1
peak.5822	3	0	2	0	0	0
peak.5823	1	0	1	0	1	1
peak.5824	4	0	4	0	1	2
peak.5825	0	1	1	0	1	0
peak.5826	2	2	2	0	2	3
peak.5827	1	0	2	0	0	0
peak.5828	4	0	4	0	1	0
peak.5829	3	0	2	0	1	0
peak.583	2	3	1	1	2	1
peak.5830	3	2	2	0	1	1
peak.5831	0	0	0	1	0	0
peak.5832	1	0	1	0	0	2
peak.5833	4	0	2	0	1	0
peak.5834	2	4	1	0	1	2
peak.5835	1	3	0	0	0	0
peak.5836	1	0	1	0	0	1
peak.5837	1	2	1	0	1	0
peak.5838	2	0	1	0	1	0
peak.5839	2	0	2	2	0	0
peak.584	0	1	0	0	2	2
peak.5840	0	2	1	0	0	0
peak.5841	1	0	0	4	0	0
peak.5842	2	0	1	0	0	0
peak.5843	1	0	1	0	1	0
peak.5844	3	0	3	0	2	1
peak.5845	1	0	0	0	0	0
peak.5846	1	0	1	0	1	1
peak.5847	1	1	1	0	0	0
peak.5848	2	3	2	0	1	1
peak.5849	2	0	1	1	1	0
peak.585	1	0	1	0	0	0
peak.5850	1	2	2	1	2	1
peak.5851	0	1	0	1	0	0
peak.5852	2	0	2	0	4	0
peak.5853	0	0	0	0	0	0
peak.5854	0	0	0	0	0	1
peak.5855	1	0	1	0	0	0
peak.5856	3	0	2	0	0	0
peak.5857	2	2	1	0	1	2
peak.5858	4	0	5	0	0	2
peak.5859	3	0	3	0	2	1
peak.586	0	0	0	0	0	1
peak.5860	3	2	3	0	0	1
peak.5861	0	0	0	0	0	1
peak.5862	2	2	2	0	1	0
peak.5863	1	0	2	1	0	1
peak.5864	3	0	1	0	0	2
peak.5865	1	0	2	0	1	1
peak.5866	0	0	0	0	0	1
peak.5867	0	0	0	0	0	0
peak.5868	1	0	1	0	1	0
peak.5869	0	0	0	1	0	1
peak.587	1	2	1	0	1	0
peak.5870	0	0	0	0	0	1
peak.5871	2	1	2	0	1	0
peak.5872	2	0	2	1	0	1
peak.5873	4	1	4	0	0	1
peak.5874	0	0	0	1	1	0
peak.5875	0	0	0	0	0	0
peak.5876	1	0	1	0	1	0
peak.5877	3	1	3	0	0	0
peak.5878	1	3	0	0	2	0
peak.5879	0	3	0	2	1	0
peak.588	1	0	1	0	1	0
peak.5880	2	1	2	0	2	0
peak.5881	1	0	0	0	0	0
peak.5882	0	0	0	1	0	2
peak.5883	3	0	2	0	2	0
peak.5884	3	0	2	0	1	1
peak.5885	2	0	2	0	0	0
peak.5886	0	0	0	0	0	1
peak.5887	1	3	2	0	0	0
peak.5888	2	0	2	0	1	2
peak.5889	2	0	2	0	0	0
peak.589	3	0	2	0	0	0
peak.5890	0	0	0	0	1	0
peak.5891	2	0	2	0	0	1
peak.5892	3	0	2	0	0	0
peak.5893	4	1	4	0	0	0
peak.5894	1	1	2	1	0	1
peak.5895	1	0	1	0	2	1
peak.5896	2	0	0	0	1	0
peak.5897	5	0	3	0	0	0
peak.5898	2	0	2	0	0	0
peak.5899	2	0	2	0	1	0
peak.59	1	2	1	0	0	1
peak.590	1	1	1	1	2	0
peak.5900	2	0	1	0	1	0
peak.5901	0	0	1	0	0	0
peak.5902	1	1	1	0	0	1
peak.5903	0	0	0	0	1	0
peak.5904	2	0	2	0	0	0
peak.5905	2	1	2	0	2	2
peak.5906	0	2	0	0	2	1
peak.5907	2	1	2	0	0	0
peak.5908	1	0	2	1	1	1
peak.5909	3	2	2	0	0	2
peak.591	3	2	2	0	2	1
peak.5910	2	0	1	0	0	3
peak.5911	3	1	3	0	1	0
peak.5912	4	0	3	0	0	0
peak.5913	1	0	1	0	0	0
peak.5914	2	1	2	0	1	0
peak.5915	0	1	0	0	2	3
peak.5916	3	0	3	0	0	0
peak.5917	2	4	1	0	1	1
peak.5918	1	0	1	0	0	1
peak.5919	2	2	2	1	0	1
peak.592	2	0	2	2	2	1
peak.5920	2	0	1	0	2	1
peak.5921	1	0	1	0	1	1
peak.5922	0	0	0	0	1	1
peak.5923	2	0	1	0	0	0
peak.5924	1	0	1	0	0	1
peak.5925	2	0	4	0	1	0
peak.5926	0	0	2	0	0	0
peak.5927	2	2	2	0	1	0
peak.5928	0	0	0	0	0	0
peak.5929	0	1	0	0	2	2
peak.593	2	0	1	0	0	0
peak.5930	2	0	1	0	1	1
peak.5931	3	0	2	0	0	0
peak.5932	3	1	3	0	2	1
peak.5933	2	1	2	0	0	0
peak.5934	0	0	0	0	2	0
peak.5935	2	3	1	0	0	1
peak.5936	0	0	1	0	0	1
peak.5937	2	0	1	0	1	4
peak.5938	3	0	3	0	0	1
peak.5939	0	0	0	0	0	0
peak.594	1	0	1	0	0	0
peak.5940	0	0	0	0	2	1
peak.5941	1	0	1	0	1	0
peak.5942	1	0	0	0	0	0
peak.5943	0	0	1	1	0	0
peak.5944	0	0	0	0	1	0
peak.5945	0	0	0	0	0	0
peak.5946	0	0	0	0	0	0
peak.5947	3	0	3	0	2	0
peak.5948	0	0	0	0	1	0
peak.5949	2	0	0	0	2	1
peak.595	1	0	1	0	0	0
peak.5950	1	1	0	0	1	1
peak.5951	1	0	2	0	1	1
peak.5952	2	0	1	0	1	1
peak.5953	1	0	1	0	0	0
peak.5954	2	0	2	0	2	1
peak.5955	0	0	2	0	0	0
peak.5956	0	0	0	0	0	0
peak.5957	1	2	1	0	0	0
peak.5958	0	0	0	0	0	2
peak.5959	0	0	0	0	0	1
peak.596	3	1	3	0	1	0
peak.5960	1	0	1	0	1	2
peak.5961	2	0	1	0	1	0
peak.5962	0	0	0	0	1	2
peak.5963	1	0	1	0	1	0
peak.5964	1	0	0	0	0	0
peak.5965	1	0	1	0	1	0
peak.5966	1	1	3	0	0	0
peak.5967	2	0	2	0	2	0
peak.5968	1	1	1	1	0	0
peak.5969	1	0	1	0	0	0
peak.597	1	0	1	0	2	0
peak.5970	1	1	1	0	1	0
peak.5971	1	0	1	0	2	1
peak.5972	2	0	3	0	1	1
peak.5973	1	0	1	1	1	0
peak.5974	0	0	0	0	0	0
peak.5975	0	1	1	0	1	0
peak.5976	4	1	4	0	1	0
peak.5977	1	0	1	1	0	0
peak.5978	2	0	2	0	0	1
peak.5979	2	0	2	0	0	0
peak.598	0	1	0	1	2	0
peak.5980	1	0	1	0	2	0
peak.5981	3	2	1	1	0	0
peak.5982	1	1	2	0	1	0
peak.5983	1	1	1	1	0	1
peak.5984	0	0	0	0	1	2
peak.5985	2	1	2	0	0	0
peak.5986	2	1	1	0	1	1
peak.5987	2	0	2	0	0	1
peak.5988	1	1	1	1	0	0
peak.5989	2	1	2	0	1	0
peak.599	1	0	1	1	0	0
peak.5990	2	0	2	0	0	0
peak.5991	1	1	1	2	0	1
peak.5992	2	0	3	0	0	3
peak.5993	0	0	0	0	0	0
peak.5994	1	2	0	0	3	2
peak.5995	2	0	2	0	0	2
peak.5996	1	1	1	0	1	1
peak.5997	0	1	1	3	1	1
peak.5998	0	0	0	0	1	1
peak.5999	1	2	2	0	1	0
peak.6	1	0	1	0	0	0
peak.60	1	0	0	0	0	0
peak.600	1	0	0	0	0	0
peak.6000	0	0	0	1	2	0
peak.6001	1	0	1	0	1	0
peak.6002	3	0	2	0	1	0
peak.6003	0	0	0	0	0	0
peak.6004	4	2	4	0	0	0
peak.6005	1	1	1	0	2	0
peak.6006	3	0	2	0	1	0
peak.6007	0	0	0	1	0	0
peak.6008	1	1	1	0	0	1
peak.6009	1	0	1	0	0	0
peak.601	0	0	1	0	1	0
peak.6010	2	1	1	0	2	1
peak.6011	2	0	0	0	1	0
peak.6012	6	0	5	0	0	0
peak.6013	2	2	3	0	3	1
peak.6014	1	4	1	0	2	1
peak.6015	5	3	3	1	0	0
peak.6016	0	0	0	0	1	0
peak.6017	2	0	2	0	1	0
peak.6018	0	0	0	0	0	0
peak.6019	4	3	4	0	1	0
peak.602	2	1	2	0	3	0
peak.6020	1	0	1	0	1	1
peak.6021	1	0	1	0	1	0
peak.6022	1	3	1	0	3	0
peak.6023	2	3	2	0	0	0
peak.6024	1	0	1	0	0	0
peak.6025	1	0	1	0	0	0
peak.6026	1	1	1	0	1	1
peak.6027	4	1	5	0	4	0
peak.6028	2	1	2	0	1	3
peak.6029	2	0	2	0	0	0
peak.603	2	0	1	0	1	2
peak.6030	2	0	2	0	2	0
peak.6031	0	0	0	0	0	0
peak.6032	1	0	2	1	1	1
peak.6034	3	1	1	0	0	0
peak.6035	2	1	2	0	2	1
peak.6036	2	1	1	0	0	2
peak.6037	3	2	2	0	1	0
peak.6038	2	0	2	0	0	0
peak.6039	1	0	2	0	0	0
peak.604	1	0	1	0	0	3
peak.6040	1	0	0	1	0	0
peak.6041	1	0	2	0	1	1
peak.6042	0	1	0	0	0	1
peak.6043	0	0	0	0	1	0
peak.6044	3	0	3	0	1	0
peak.6045	1	5	0	0	0	1
peak.6046	4	0	4	0	1	0
peak.6047	2	1	2	1	1	1
peak.6048	1	0	2	0	1	2
peak.6049	0	0	0	2	1	0
peak.605	0	0	0	0	0	0
peak.6050	0	0	0	0	1	0
peak.6051	0	0	0	0	0	0
peak.6052	1	0	1	0	3	0
peak.6053	2	0	2	0	0	3
peak.6054	3	0	2	0	0	0
peak.6055	3	3	3	0	1	1
peak.6056	1	0	1	0	0	0
peak.6057	1	1	0	0	1	0
peak.6058	2	0	3	0	1	0
peak.6059	0	0	0	0	0	1
peak.606	1	2	2	0	1	0
peak.6060	1	0	0	0	1	1
peak.6061	4	0	3	0	1	0
peak.6062	1	2	1	0	0	2
peak.6063	0	1	0	1	1	0
peak.6064	0	0	0	0	0	1
peak.6066	5	2	1	0	1	1
peak.6067	0	0	0	0	0	2
peak.6068	1	0	2	0	0	5
peak.6069	0	1	0	1	2	0
peak.607	4	0	4	0	1	0
peak.6070	2	2	2	0	0	0
peak.6071	2	0	2	0	0	2
peak.6072	2	0	0	1	1	2
peak.6073	4	1	4	0	1	1
peak.6074	2	0	3	0	0	0
peak.6075	3	4	2	1	0	2
peak.6076	2	3	0	0	1	1
peak.6077	3	0	4	0	0	1
peak.6078	1	0	1	0	0	0
peak.6079	2	3	2	0	1	0
peak.608	1	0	2	0	2	0
peak.6080	0	0	0	0	0	0
peak.6081	0	2	0	0	1	2
peak.6082	2	0	2	0	2	1
peak.6083	1	0	1	0	0	1
peak.6084	2	0	1	0	1	1
peak.6085	0	0	1	0	4	1
peak.6086	2	1	1	2	0	5
peak.6087	3	3	2	0	0	2
peak.6088	4	1	2	0	0	0
peak.6089	2	0	2	0	2	1
peak.609	1	0	1	0	1	0
peak.6090	0	0	0	0	0	0
peak.6091	2	0	2	0	1	0
peak.6092	2	0	3	0	3	0
peak.6093	3	0	2	0	0	0
peak.6094	1	0	1	1	1	0
peak.6095	2	0	2	0	0	0
peak.6096	1	2	1	0	0	1
peak.6097	2	0	2	0	0	0
peak.6098	1	1	1	0	1	1
peak.6099	0	2	0	2	0	2
peak.61	0	0	0	1	1	0
peak.610	1	0	1	0	2	0
peak.6100	3	0	2	0	1	1
peak.6101	2	0	2	0	0	1
peak.6102	2	0	2	0	1	0
peak.6103	1	0	1	1	1	0
peak.6104	1	2	1	0	1	2
peak.6105	2	0	1	0	0	0
peak.6106	0	0	1	1	1	1
peak.6107	2	0	2	0	0	2
peak.6108	0	1	0	0	0	1
peak.6109	2	1	1	0	0	0
peak.611	1	2	0	2	1	0
peak.6110	1	0	1	1	0	0
peak.6111	2	1	1	0	1	0
peak.6112	1	0	2	0	1	1
peak.6113	3	0	3	0	0	1
peak.6114	1	1	1	0	2	2
peak.6115	0	0	0	0	0	0
peak.6116	2	0	1	0	1	2
peak.6117	3	1	3	0	0	0
peak.6118	3	0	2	0	0	0
peak.6119	4	0	4	0	1	1
peak.612	0	0	0	0	0	0
peak.6120	3	0	2	1	1	1
peak.6121	1	1	1	0	0	1
peak.6122	0	0	1	0	0	0
peak.6123	2	0	3	0	0	1
peak.6124	2	2	2	0	0	0
peak.6125	3	1	2	0	0	1
peak.6126	4	2	3	0	1	1
peak.6127	2	3	2	0	1	1
peak.6128	2	2	1	0	0	0
peak.6129	1	1	0	1	0	1
peak.613	2	1	3	0	0	1
peak.6130	4	0	4	0	0	1
peak.6131	1	1	1	0	2	1
peak.6132	1	0	1	0	0	0
peak.6133	0	6	0	0	1	0
peak.6134	0	0	0	0	0	0
peak.6135	3	0	1	0	1	0
peak.6136	0	2	1	1	2	0
peak.6137	4	0	3	0	0	0
peak.6138	2	1	1	1	1	0
peak.6139	0	0	0	0	0	0
peak.614	1	1	1	0	0	0
peak.6140	3	1	3	0	0	2
peak.6141	2	0	2	0	2	1
peak.6142	1	0	0	0	0	1
peak.6143	0	1	0	1	0	0
peak.6144	1	0	1	0	0	0
peak.6145	2	0	2	0	1	1
peak.6146	2	0	2	0	1	1
peak.6147	2	0	1	1	0	1
peak.6148	2	0	2	0	0	0
peak.6149	1	0	1	0	1	0
peak.615	1	2	1	0	2	0
