peak.id	CRX_Corbo	N50	HDmono	HDdimer	NRL	AP1
peak.3022	1	0	1	0	0	1
peak.3023	2	0	2	0	0	0
peak.3024	1	0	1	0	0	1
peak.3025	1	0	1	0	0	0
peak.3026	2	0	2	0	2	2
peak.3027	1	1	3	0	3	0
peak.3028	3	0	3	0	0	0
peak.3029	2	0	2	0	0	1
peak.303	0	0	0	0	0	0
peak.3030	2	0	2	0	0	0
peak.3031	1	1	1	0	0	2
peak.3032	0	0	0	0	3	0
peak.3033	1	4	1	0	1	0
peak.3034	2	0	2	1	2	0
peak.3035	0	0	0	0	2	2
peak.3036	0	0	0	0	0	1
peak.3037	2	0	2	0	1	0
peak.3038	2	0	1	0	2	1
peak.3039	1	0	1	0	2	1
peak.304	1	0	1	0	2	0
peak.3040	3	1	2	0	2	1
peak.3041	1	0	2	0	1	0
peak.3042	2	0	1	0	1	1
peak.3043	1	0	1	0	1	1
peak.3044	1	2	0	1	0	0
peak.3045	1	0	0	1	0	1
peak.3046	1	0	0	0	0	0
peak.3047	2	1	2	0	0	0
peak.3048	0	0	0	0	0	0
peak.3049	2	0	2	0	0	0
peak.305	2	1	2	0	1	0
peak.3050	3	0	3	0	1	2
peak.3051	1	1	1	0	3	1
peak.3052	2	0	1	1	0	0
peak.3053	2	0	2	0	0	0
peak.3054	1	4	1	0	2	0
peak.3055	2	0	1	0	2	0
peak.3056	1	0	1	1	0	0
peak.3057	4	1	3	0	0	0
peak.3058	1	0	1	1	1	0
peak.3059	3	0	2	1	1	0
peak.306	1	0	2	0	1	2
peak.3060	0	0	1	0	0	1
peak.3061	0	0	0	0	2	3
peak.3062	0	0	0	0	0	0
peak.3063	2	0	3	0	1	1
peak.3064	2	0	2	0	0	1
peak.3065	2	0	3	0	0	1
peak.3066	1	0	0	0	0	0
peak.3067	3	2	1	0	2	1
peak.3068	3	0	2	0	1	0
peak.3069	3	0	2	0	0	2
peak.307	3	1	3	0	1	0
peak.3070	1	0	1	2	0	0
peak.3071	4	0	3	0	0	1
peak.3072	3	0	3	0	1	0
peak.3073	2	2	2	0	2	1
peak.3074	4	0	2	0	0	0
peak.3075	2	1	2	0	1	0
peak.3076	2	1	2	0	0	1
peak.3077	1	6	1	0	2	1
peak.3078	2	0	2	0	1	0
peak.3079	0	1	0	0	1	2
peak.308	3	0	4	0	0	2
peak.3080	3	0	2	0	0	0
peak.3081	1	0	2	0	1	1
peak.3082	2	0	2	0	0	1
peak.3083	0	0	0	0	0	0
peak.3084	1	0	2	0	0	0
peak.3085	3	0	3	1	2	1
peak.3086	1	0	1	0	0	1
peak.3087	3	5	2	0	3	1
peak.3088	1	0	1	0	0	0
peak.3089	2	1	2	0	1	1
peak.309	1	2	2	0	0	3
peak.3090	3	1	3	0	0	0
peak.3091	2	3	2	0	0	2
peak.3092	2	0	1	0	1	0
peak.3093	4	2	4	0	0	2
peak.3094	1	5	0	1	2	1
peak.3095	3	1	1	0	1	1
peak.3096	3	0	2	0	0	1
peak.3097	3	2	3	0	0	1
peak.3098	0	0	0	2	0	0
peak.3099	3	0	3	0	1	1
peak.31	1	0	1	0	0	1
peak.310	3	0	3	0	0	0
peak.3100	0	0	0	0	2	0
peak.3101	1	0	2	0	2	2
peak.3102	1	0	1	0	1	1
peak.3103	1	1	1	0	0	3
peak.3104	2	1	2	0	2	2
peak.3105	2	0	2	0	0	0
peak.3106	0	0	0	1	0	0
peak.3107	1	4	1	1	0	0
peak.3108	0	0	0	0	0	1
peak.3109	2	0	2	0	0	0
peak.311	2	0	1	0	0	3
peak.3110	3	0	2	0	1	0
peak.3111	1	0	0	0	1	1
peak.3112	1	0	1	0	1	0
peak.3113	1	1	1	1	0	0
peak.3114	0	1	0	2	0	2
peak.3115	2	6	1	0	0	1
peak.3116	3	3	2	0	1	0
peak.3117	3	2	4	0	3	3
peak.3118	1	0	1	1	0	0
peak.3119	1	1	0	2	1	1
peak.312	3	2	2	1	0	0
peak.3120	2	0	2	0	1	1
peak.3121	3	1	2	0	0	0
peak.3122	3	1	3	0	1	2
peak.3123	1	0	1	0	0	1
peak.3124	2	0	1	1	0	2
peak.3125	4	0	4	0	0	0
peak.3126	1	0	1	1	3	1
peak.3127	0	0	0	0	2	0
peak.3128	0	0	0	0	0	0
peak.3129	2	1	1	0	3	1
peak.313	1	1	0	1	0	1
peak.3130	0	0	1	0	0	1
peak.3131	3	3	4	1	0	0
peak.3132	1	0	1	1	3	0
peak.3133	1	0	1	0	0	1
peak.3134	1	0	0	0	2	0
peak.3135	2	0	2	0	2	0
peak.3136	1	0	1	0	1	1
peak.3137	0	0	0	1	1	1
peak.3138	3	0	5	0	0	1
peak.3139	3	4	0	0	0	2
peak.314	2	2	2	0	0	2
peak.3140	1	1	1	1	1	1
peak.3141	1	0	0	1	2	0
peak.3142	2	0	4	0	1	1
peak.3143	1	0	1	1	1	1
peak.3144	1	0	2	0	0	0
peak.3145	0	0	0	0	0	3
peak.3146	2	0	3	0	2	1
peak.3147	1	0	1	1	0	1
peak.3148	0	1	0	0	5	1
peak.3149	2	0	2	1	0	0
peak.315	0	0	0	0	1	0
peak.3150	2	0	1	0	1	1
peak.3151	2	0	1	0	1	1
peak.3152	2	2	2	0	2	1
peak.3153	0	0	0	0	1	0
peak.3154	1	1	2	0	0	0
peak.3155	4	0	4	0	1	0
peak.3156	2	0	3	0	0	3
peak.3157	1	0	1	0	0	0
peak.3158	1	0	1	0	0	1
peak.3159	1	0	1	0	2	1
peak.316	2	1	2	0	1	0
peak.3160	1	1	2	0	0	1
peak.3161	0	0	0	0	0	0
peak.3162	3	0	3	0	2	2
peak.3163	3	0	1	0	0	0
peak.3164	3	0	2	0	0	2
peak.3165	3	0	3	0	0	0
peak.3166	0	0	5	0	0	0
peak.3167	1	0	1	0	3	0
peak.3168	1	0	0	0	0	0
peak.3169	1	2	2	1	0	1
peak.317	0	0	0	0	0	1
peak.3170	2	1	3	0	0	0
peak.3171	1	0	1	0	0	2
peak.3172	1	0	1	0	0	0
peak.3173	4	1	3	0	1	1
peak.3174	2	0	1	1	0	0
peak.3175	0	0	0	1	0	1
peak.3176	4	0	4	0	0	1
peak.3177	1	1	1	0	0	0
peak.3178	1	0	1	1	0	0
peak.3179	1	0	1	0	1	0
peak.318	1	0	2	0	0	1
peak.3180	0	0	0	0	0	0
peak.3181	2	2	2	0	1	1
peak.3182	3	0	3	0	0	0
peak.3183	2	2	2	0	0	0
peak.3184	5	0	3	0	0	2
peak.3185	0	0	0	0	0	0
peak.3186	2	0	3	0	0	0
peak.3187	1	1	1	1	2	0
peak.3188	4	0	4	0	1	0
peak.3189	0	0	0	0	0	0
peak.319	2	0	2	0	1	0
peak.3190	1	0	1	1	0	0
peak.3191	2	2	2	0	2	1
peak.3192	2	1	2	0	0	1
peak.3193	1	2	0	1	0	2
peak.3194	2	1	1	0	1	1
peak.3195	3	0	3	0	0	1
peak.3196	2	0	1	0	1	0
peak.3197	1	2	0	0	0	0
peak.3198	4	1	3	0	1	0
peak.3199	2	0	2	0	0	2
peak.32	0	2	0	1	1	1
peak.320	2	2	2	0	0	1
peak.3200	1	0	1	1	0	0
peak.3201	6	2	3	1	2	1
peak.3202	2	0	2	0	2	0
peak.3203	2	1	3	0	0	1
peak.3204	0	0	0	0	0	0
peak.3205	3	0	3	0	3	2
peak.3206	2	0	2	0	0	0
peak.3207	3	0	2	0	0	0
peak.3208	2	1	2	0	0	0
peak.3209	1	0	1	0	0	1
peak.321	0	1	0	0	1	0
peak.3210	1	1	1	0	1	1
peak.3211	3	1	2	0	0	2
peak.3212	3	0	2	0	0	2
peak.3213	2	0	2	0	0	0
peak.3214	1	0	0	0	0	0
peak.3215	1	1	2	0	2	0
peak.3216	2	0	2	1	1	0
peak.3217	1	0	1	1	2	0
peak.3218	4	1	4	0	2	1
peak.3219	2	2	1	0	1	1
peak.322	1	0	1	1	2	2
peak.3220	1	0	1	0	0	0
peak.3221	1	0	2	0	2	2
peak.3222	1	0	1	0	0	1
peak.3223	1	0	1	0	1	1
peak.3224	0	2	0	0	2	4
peak.3225	1	1	2	0	2	0
peak.3226	2	0	3	0	0	1
peak.3227	1	0	2	0	2	0
peak.3228	4	0	2	0	0	0
peak.3229	3	1	0	0	0	0
peak.323	2	0	2	0	2	0
peak.3230	3	0	2	0	1	0
peak.3231	3	3	3	0	0	1
peak.3232	1	1	2	0	0	2
peak.3233	3	1	2	0	0	2
peak.3234	1	0	1	0	1	1
peak.3235	1	0	2	0	1	0
peak.3236	2	1	2	0	0	1
peak.3237	3	1	3	0	1	0
peak.3238	2	1	2	0	2	0
peak.3239	2	1	1	0	2	0
peak.324	2	0	2	0	1	0
peak.3240	3	1	3	0	1	1
peak.3241	2	0	2	0	0	0
peak.3242	1	0	1	0	0	0
peak.3243	2	1	1	0	2	0
peak.3244	1	0	1	0	0	1
peak.3245	1	1	1	0	2	0
peak.3246	0	0	0	1	0	0
peak.3247	0	0	0	0	0	1
peak.3248	1	2	1	0	2	2
peak.3249	4	0	4	0	1	1
peak.325	0	0	0	0	1	1
peak.3250	1	0	1	0	0	0
peak.3251	2	1	2	1	0	0
peak.3252	4	2	4	0	0	3
peak.3253	1	0	1	1	0	0
peak.3254	4	0	4	0	0	1
peak.3255	4	0	4	0	1	0
peak.3256	3	0	3	0	0	0
peak.3257	2	0	2	0	0	1
peak.3258	4	0	4	0	2	2
peak.3259	2	0	2	0	0	2
peak.326	2	2	1	0	1	0
peak.3260	1	0	1	0	0	0
peak.3261	2	1	1	0	1	0
peak.3262	2	0	2	0	1	1
peak.3263	0	2	0	1	0	0
peak.3264	3	0	2	0	0	0
peak.3265	2	0	2	0	0	1
peak.3266	2	1	2	0	2	0
peak.3267	1	1	1	0	1	1
peak.3268	3	1	4	0	3	1
peak.3269	2	1	1	0	2	1
peak.327	3	0	3	0	2	1
peak.3270	0	0	0	1	1	0
peak.3271	2	1	1	1	1	1
peak.3272	1	0	2	1	0	1
peak.3273	1	2	0	0	1	1
peak.3274	3	0	1	0	0	0
peak.3275	2	3	1	0	0	2
peak.3276	0	0	0	1	1	2
peak.3277	0	0	0	1	0	0
peak.3278	3	1	3	2	0	3
peak.3279	2	0	2	0	0	0
peak.328	2	0	1	0	0	0
peak.3280	3	0	3	0	0	0
peak.3281	0	0	0	0	0	3
peak.3282	0	0	0	0	0	0
peak.3283	3	0	3	0	0	0
peak.3284	3	1	3	0	0	0
peak.3285	1	0	1	0	2	1
peak.3286	1	3	0	0	0	0
peak.3287	2	0	1	0	2	1
peak.3288	4	0	2	0	1	0
peak.3289	1	3	1	0	1	0
peak.329	0	1	2	0	1	0
peak.3290	3	0	3	1	2	2
peak.3291	4	1	3	0	2	0
peak.3292	0	0	1	0	0	0
peak.3293	1	1	1	2	1	2
peak.3294	3	0	2	0	1	0
peak.3295	0	3	0	0	1	1
peak.3296	1	1	1	1	0	0
peak.3297	4	0	2	0	3	2
peak.3298	0	0	0	0	1	0
peak.3299	0	2	1	1	3	0
peak.33	3	1	2	0	1	0
peak.330	2	0	2	0	3	1
peak.3300	0	0	0	0	0	0
peak.3301	2	0	1	0	0	0
peak.3302	4	1	4	0	3	2
peak.3303	1	0	1	0	3	0
peak.3304	1	0	1	0	1	0
peak.3305	1	1	2	0	1	0
peak.3306	0	1	1	0	3	0
peak.3307	2	0	1	0	2	2
peak.3308	1	0	0	0	1	0
peak.3309	1	0	1	0	1	1
peak.331	1	0	0	0	3	1
peak.3310	4	0	3	0	1	0
peak.3311	1	1	2	1	3	0
peak.3312	1	0	1	0	2	1
peak.3313	1	0	1	0	1	0
peak.3314	2	5	3	0	1	4
peak.3315	6	0	5	0	0	3
peak.3316	1	0	1	0	0	0
peak.3317	2	2	1	0	2	0
peak.3318	2	1	1	0	1	0
peak.3319	1	4	0	1	0	2
peak.332	1	1	1	0	0	0
peak.3320	4	0	4	0	2	1
peak.3321	3	0	3	0	0	1
peak.3322	1	0	1	1	1	0
peak.3323	2	0	2	0	0	1
peak.3324	0	0	0	0	0	0
peak.3325	2	1	2	0	2	0
peak.3326	4	1	3	0	1	0
peak.3327	1	0	1	0	1	0
peak.3328	2	0	2	0	0	0
peak.3329	0	0	0	0	0	2
peak.333	0	1	0	0	1	2
peak.3330	4	1	4	0	4	0
peak.3331	2	0	2	0	0	4
peak.3332	2	0	2	0	0	1
peak.3333	1	0	2	0	3	1
peak.3334	3	0	3	0	2	0
peak.3335	0	2	0	1	0	0
peak.3336	3	0	2	0	1	1
peak.3337	3	0	2	0	1	2
peak.3338	0	0	0	1	0	3
peak.3339	2	0	2	0	0	2
peak.334	2	0	4	0	0	2
peak.3340	2	0	2	0	2	1
peak.3341	1	5	1	0	0	1
peak.3342	1	0	1	0	2	1
peak.3343	2	0	2	0	0	0
peak.3344	2	0	2	0	0	0
peak.3345	2	0	2	0	1	0
peak.3346	1	0	1	0	2	0
peak.3347	1	0	2	0	1	0
peak.3348	2	0	2	0	2	1
peak.3349	1	0	1	0	2	1
peak.335	2	1	2	0	0	2
peak.3350	0	0	0	1	0	0
peak.3351	1	0	1	0	1	0
peak.3352	0	0	0	0	2	1
peak.3353	1	0	1	1	0	0
peak.3354	3	0	2	0	0	1
peak.3355	1	0	1	0	1	1
peak.3356	0	0	0	0	1	0
peak.3357	0	0	0	0	0	0
peak.3358	0	0	0	0	0	0
peak.3359	1	0	1	0	0	1
peak.336	2	0	1	0	1	0
peak.3360	1	0	1	0	0	0
peak.3361	1	0	1	0	1	0
peak.3362	2	2	2	0	1	2
peak.3363	1	0	1	0	0	3
peak.3364	0	0	1	0	0	0
peak.3365	1	0	1	0	0	1
peak.3366	2	0	1	0	2	0
peak.3367	0	0	0	0	0	1
peak.3368	0	0	0	0	0	0
peak.3369	1	0	1	0	0	1
peak.337	1	0	1	0	0	1
peak.3370	2	0	1	0	0	0
peak.3371	2	0	2	0	1	1
peak.3372	0	0	0	0	0	0
peak.3373	4	1	2	0	1	0
peak.3374	2	2	2	0	0	0
peak.3375	1	0	1	0	1	1
peak.3376	1	0	1	0	0	2
peak.3377	1	0	2	0	0	0
peak.3378	1	0	2	0	0	1
peak.3379	3	3	2	1	0	1
peak.338	2	0	2	0	0	0
peak.3380	2	0	2	0	0	1
peak.3381	0	0	0	0	0	0
peak.3382	1	0	1	0	0	1
peak.3383	1	0	0	0	1	0
peak.3384	0	3	1	0	1	1
peak.3385	3	0	3	0	3	1
peak.3386	2	0	2	1	1	0
peak.3387	1	1	2	0	1	0
peak.3388	5	0	5	0	0	0
peak.3389	2	0	2	0	0	0
peak.339	0	3	1	0	1	0
peak.3390	3	0	2	0	0	3
peak.3391	0	1	0	0	0	1
peak.3392	3	0	1	0	2	1
peak.3393	4	1	4	0	0	1
peak.3394	3	1	2	0	0	2
peak.3395	2	0	1	0	0	0
peak.3396	1	0	1	0	0	0
peak.3397	1	0	1	0	1	2
peak.3398	0	0	0	0	1	0
peak.3399	3	0	2	0	0	0
peak.34	4	0	2	0	1	2
peak.340	2	0	2	0	0	1
peak.3400	3	0	3	0	2	1
peak.3401	2	0	2	0	0	2
peak.3402	2	1	2	0	1	1
peak.3403	0	0	0	0	0	0
peak.3404	0	0	0	0	0	1
peak.3405	2	0	1	0	2	2
peak.3406	2	0	3	0	1	1
peak.3407	3	0	3	0	0	0
peak.3408	0	0	0	0	0	1
peak.3409	0	0	0	1	1	0
peak.341	1	0	1	0	1	2
peak.3410	1	0	1	0	0	0
peak.3411	1	2	1	1	1	2
peak.3412	3	1	0	0	0	0
peak.3413	2	0	2	0	1	0
peak.3414	2	0	1	0	0	0
peak.3415	2	2	0	0	1	0
peak.3416	1	0	1	0	0	0
peak.3417	2	1	2	0	0	2
peak.3418	0	0	0	0	0	0
peak.3419	2	0	2	0	0	3
peak.342	1	2	1	0	1	0
peak.3420	1	0	2	0	2	0
peak.3421	1	0	2	0	2	1
peak.3422	0	0	1	0	0	0
peak.3423	0	0	1	0	0	0
peak.3424	0	0	0	0	1	0
peak.3425	2	1	2	0	1	1
peak.3426	0	0	0	1	0	0
peak.3428	3	0	2	0	0	1
peak.3429	1	0	0	0	2	0
peak.343	0	0	0	1	1	0
peak.3430	0	0	1	0	0	0
peak.3431	2	0	1	0	2	0
peak.3432	0	1	0	1	2	1
peak.3433	2	0	2	0	0	0
peak.3434	1	1	0	1	1	0
peak.3435	4	0	4	0	1	0
peak.3436	0	0	0	1	0	0
peak.3437	2	0	2	0	0	2
peak.3438	2	0	2	0	0	0
peak.3439	2	0	1	0	1	1
peak.344	1	0	1	0	2	1
peak.3440	1	3	1	0	0	0
peak.3441	1	2	1	0	0	4
peak.3442	0	1	0	0	1	0
peak.3443	0	0	0	1	0	0
peak.3444	2	0	1	0	1	1
peak.3445	2	0	2	0	2	0
peak.3446	1	1	1	0	1	1
peak.3447	1	0	0	0	0	0
peak.3448	3	0	2	0	1	0
peak.3449	2	0	2	0	1	0
peak.345	3	1	3	0	0	0
peak.3450	2	0	2	0	1	0
peak.3451	1	0	1	0	1	0
peak.3452	1	1	1	1	1	1
peak.3453	2	0	2	0	1	2
peak.3454	1	0	1	0	1	0
peak.3455	1	0	2	0	1	0
peak.3456	3	0	2	0	0	0
peak.3457	2	0	3	0	1	0
peak.3458	0	0	0	0	1	0
peak.3459	3	0	2	0	1	0
peak.346	0	1	1	0	0	0
peak.3460	2	0	2	0	1	0
peak.3461	0	0	0	0	2	1
peak.3462	3	0	3	0	1	0
peak.3463	1	0	1	0	0	0
peak.3464	3	2	3	0	1	0
peak.3465	0	0	0	0	1	1
peak.3466	2	0	1	0	0	0
peak.3467	1	0	1	0	1	0
peak.3468	1	0	2	0	0	0
peak.3469	2	1	1	0	0	3
peak.347	2	0	2	0	1	0
peak.3470	2	0	2	0	1	0
peak.3471	2	4	3	0	1	0
peak.3472	3	1	2	0	0	1
peak.3473	2	1	2	0	0	0
peak.3474	1	0	1	0	0	0
peak.3475	1	0	1	0	1	0
peak.3477	0	2	0	2	0	1
peak.3478	3	2	3	0	0	2
peak.3479	0	0	0	2	1	0
peak.348	3	0	3	0	0	0
peak.3480	2	0	2	0	0	0
peak.3481	1	1	1	0	1	0
peak.3482	2	4	1	0	0	1
peak.3483	2	0	1	0	1	2
peak.3484	2	0	2	0	2	0
peak.3485	2	3	2	0	2	0
peak.3486	0	0	0	0	0	1
peak.3487	1	0	1	0	1	0
peak.3488	5	1	4	1	1	0
peak.3489	4	0	4	0	0	0
peak.349	2	0	0	0	0	0
peak.3490	2	0	2	0	1	0
peak.3491	1	0	3	0	2	2
peak.3492	2	0	2	0	0	1
peak.3493	4	0	2	0	0	2
peak.3494	1	0	1	0	1	2
peak.3495	1	1	1	0	0	1
peak.3496	1	0	0	0	2	1
peak.3497	4	0	3	0	2	0
peak.3498	1	0	1	0	0	0
peak.3499	2	0	2	0	0	0
peak.35	1	0	1	0	0	0
peak.350	0	0	0	0	1	0
peak.3500	3	1	2	0	1	2
peak.3501	1	0	1	0	0	1
peak.3502	4	0	3	0	0	1
peak.3503	3	1	2	0	0	1
peak.3504	1	0	1	0	0	1
peak.3505	1	1	1	0	1	1
peak.3506	1	0	1	0	1	1
peak.3507	1	0	2	0	3	0
peak.3508	2	0	1	0	1	0
peak.3509	1	0	1	0	1	4
peak.351	2	0	2	0	2	0
peak.3510	1	0	1	0	0	0
peak.3511	3	0	0	4	0	0
peak.3512	1	1	1	0	0	1
peak.3513	4	0	3	0	1	0
peak.3514	1	1	1	2	1	1
peak.3515	2	0	1	0	1	0
peak.3516	3	1	2	0	0	3
peak.3517	2	0	2	0	1	0
peak.3518	2	1	1	0	0	0
peak.3519	3	0	2	1	0	0
peak.352	0	0	0	0	1	1
peak.3520	2	4	1	0	1	2
peak.3521	3	0	3	0	2	3
peak.3522	1	0	2	0	2	0
peak.3523	2	0	2	1	0	1
peak.3524	1	0	2	0	2	0
peak.3525	3	0	3	0	0	0
peak.3526	3	0	3	0	0	0
peak.3527	2	0	1	1	0	0
peak.3528	2	0	1	0	0	1
peak.3529	0	0	0	0	0	0
peak.353	0	2	0	0	1	0
peak.3530	2	0	2	0	0	1
peak.3531	3	1	3	0	2	0
peak.3532	0	0	0	0	0	0
peak.3533	0	3	0	0	0	1
peak.3534	1	0	2	0	1	1
peak.3535	2	0	2	0	0	0
peak.3536	3	0	2	0	1	0
peak.3537	0	0	0	0	1	0
peak.3538	0	1	0	0	1	1
peak.3539	1	0	0	0	0	1
peak.354	1	0	1	0	1	0
peak.3540	1	0	1	1	1	0
peak.3541	1	0	1	0	0	0
peak.3542	4	1	3	0	0	0
peak.3543	0	1	0	0	1	0
peak.3544	2	0	1	0	1	1
peak.3545	2	0	2	0	0	1
peak.3546	2	0	0	0	0	0
peak.3547	0	0	0	0	0	0
peak.3548	2	1	2	0	2	1
peak.3549	0	0	0	0	2	1
peak.355	2	0	1	0	0	0
peak.3550	3	0	3	0	0	0
peak.3551	1	0	1	1	2	0
peak.3552	3	0	2	1	1	0
peak.3553	2	0	3	0	1	0
peak.3554	3	0	2	0	1	0
peak.3555	2	0	2	0	1	0
peak.3556	2	0	2	0	1	1
peak.3557	1	0	1	0	2	1
peak.3558	2	0	2	0	2	2
peak.3559	2	0	2	0	1	0
peak.356	2	0	2	0	3	0
peak.3560	2	0	2	0	0	0
peak.3561	2	0	1	0	1	0
peak.3562	1	0	1	0	0	0
peak.3563	0	0	2	0	0	0
peak.3564	3	3	1	0	1	1
peak.3565	4	1	2	0	0	0
peak.3566	2	0	2	0	0	1
peak.3567	1	3	0	0	0	0
peak.3568	1	2	0	0	0	2
peak.3569	3	0	2	0	0	0
peak.357	3	0	3	0	0	0
peak.3570	0	1	0	0	3	0
peak.3571	3	0	3	0	0	1
peak.3572	0	1	0	0	1	1
peak.3573	0	3	0	0	1	1
peak.3574	1	1	1	0	0	0
peak.3575	1	1	1	0	1	0
peak.3576	2	0	1	0	0	0
peak.3577	1	0	0	1	0	0
peak.3578	0	0	0	0	0	0
peak.3579	0	0	0	0	0	0
peak.358	4	3	2	1	1	1
peak.3580	0	0	0	0	1	0
peak.3581	1	2	1	0	0	0
peak.3582	2	2	1	0	1	0
peak.3583	0	0	0	0	0	0
peak.3584	0	0	0	0	1	0
peak.3585	1	0	1	0	0	0
peak.3586	0	0	0	0	0	0
peak.3587	2	2	1	0	0	0
peak.3588	0	0	0	0	0	0
peak.3589	1	0	1	0	1	0
peak.359	2	2	2	0	0	0
peak.3590	0	0	0	0	0	0
peak.3591	2	0	1	0	3	0
peak.3592	3	2	2	0	0	1
peak.3593	2	0	2	0	1	0
peak.3594	2	1	2	0	1	1
peak.3595	1	0	1	1	1	0
peak.3596	0	0	0	0	2	0
peak.3597	2	0	2	0	0	0
peak.3598	1	1	1	0	0	1
peak.3599	0	0	0	0	0	0
peak.36	2	0	1	0	1	0
peak.360	3	0	3	0	0	0
peak.3600	5	1	4	0	1	2
peak.3601	2	0	1	0	0	1
peak.3602	2	0	1	0	1	2
peak.3603	0	0	0	0	0	0
peak.3604	2	1	2	0	1	0
peak.3605	3	0	2	0	2	1
peak.3606	1	2	1	0	1	1
peak.3607	2	0	2	0	0	2
peak.3608	3	0	3	0	2	1
peak.3609	1	3	2	0	0	0
peak.361	3	2	2	0	0	1
peak.3610	1	0	1	0	1	1
peak.3611	4	1	3	0	1	1
peak.3612	0	0	1	1	1	1
peak.3613	0	0	2	0	2	1
peak.3614	1	0	1	0	1	1
peak.3615	3	2	1	0	4	0
peak.3616	3	0	3	0	3	0
peak.3617	2	1	2	1	1	2
peak.3618	1	1	2	0	1	1
peak.3619	2	1	2	0	0	0
peak.362	3	2	2	1	0	2
peak.3620	2	0	3	0	1	0
peak.3621	2	0	1	0	1	1
peak.3622	3	0	3	0	1	2
peak.3623	3	0	1	0	0	0
peak.3624	2	0	3	0	1	1
peak.3625	2	0	1	0	1	0
peak.3626	4	1	5	0	1	0
peak.3627	0	0	0	0	1	0
peak.3628	1	0	2	0	1	1
peak.3629	3	0	2	0	1	3
peak.363	2	0	3	1	1	1
peak.3630	0	0	0	0	1	0
peak.3631	1	0	1	0	0	1
peak.3632	0	0	0	1	0	2
peak.3633	2	1	3	0	1	0
peak.3634	2	0	1	0	1	0
peak.3635	2	0	1	0	1	0
peak.3636	1	0	1	0	4	0
peak.3637	2	0	3	0	0	1
peak.3638	0	0	0	0	0	1
peak.3639	3	0	3	0	1	3
peak.364	1	1	1	0	1	0
peak.3640	2	2	2	0	0	0
peak.3641	2	0	1	0	2	0
peak.3642	0	0	0	0	1	1
peak.3643	1	0	1	0	2	1
peak.3644	3	0	3	0	2	0
peak.3645	1	0	0	0	0	1
peak.3646	1	0	1	0	0	1
peak.3647	1	1	1	0	0	0
peak.3648	2	0	1	0	0	0
peak.3649	3	0	3	0	0	2
peak.365	1	2	1	0	0	1
peak.3650	1	0	2	0	1	0
peak.3651	3	0	3	0	0	0
peak.3652	1	0	1	0	0	2
peak.3653	0	1	0	0	0	1
peak.3654	1	0	1	0	1	0
peak.3655	1	1	1	0	0	0
peak.3656	1	0	1	0	0	1
peak.3657	2	0	2	0	0	0
peak.3658	1	0	1	0	0	0
peak.3659	1	0	1	1	0	1
peak.366	3	1	3	0	1	0
peak.3660	4	0	3	0	0	1
peak.3661	1	0	1	0	3	1
peak.3662	1	0	1	0	1	1
peak.3663	2	0	3	0	1	1
peak.3664	1	0	1	1	0	1
peak.3665	3	2	1	1	1	3
peak.3666	2	2	1	2	0	0
peak.3667	4	0	3	0	1	0
peak.3668	4	0	4	0	0	0
peak.3669	0	0	0	0	0	1
peak.367	2	0	2	0	1	0
peak.3670	2	2	2	0	2	1
peak.3671	1	1	2	0	2	0
peak.3672	4	3	3	0	2	2
peak.3673	0	0	0	0	0	0
peak.3674	1	0	1	0	1	0
peak.3675	3	0	3	0	0	1
peak.3676	2	0	2	0	0	1
peak.3677	1	0	1	0	0	0
peak.3678	2	1	2	0	0	0
peak.3679	1	1	0	3	0	1
peak.368	3	0	3	0	0	0
peak.3680	2	0	2	0	1	0
peak.3681	2	0	2	0	0	2
peak.3682	1	0	0	1	0	0
peak.3683	1	0	1	0	1	0
peak.3684	1	2	2	0	0	0
peak.3685	4	1	4	0	0	3
peak.3686	0	0	0	0	0	0
peak.3687	1	0	2	0	2	0
peak.3688	1	0	1	0	0	3
peak.3689	5	0	5	0	0	0
peak.369	1	0	1	0	0	2
peak.3690	0	0	2	1	1	2
peak.3691	3	1	3	0	2	1
peak.3692	1	1	0	0	2	0
peak.3693	1	0	1	1	0	1
peak.3694	0	1	1	0	2	1
peak.3695	2	0	1	0	1	0
peak.3696	2	0	2	0	1	1
peak.3697	2	0	2	1	1	0
peak.3698	1	1	1	0	1	0
peak.3699	1	0	1	0	0	5
peak.37	3	1	3	0	0	0
peak.370	1	0	2	0	2	1
peak.3700	2	0	2	0	2	1
peak.3701	0	0	0	0	1	1
peak.3702	2	0	3	0	1	1
peak.3703	1	0	0	0	0	1
peak.3704	1	0	1	0	0	0
peak.3705	4	1	3	0	0	1
peak.3706	3	0	2	0	0	0
peak.3707	3	0	3	0	1	0
peak.3708	1	0	1	0	0	1
peak.3709	2	2	2	0	2	2
peak.371	0	0	1	0	1	1
peak.3710	1	1	1	0	2	1
peak.3711	2	0	2	0	2	1
peak.3712	2	0	2	0	1	1
peak.3713	1	0	1	0	1	0
peak.3714	1	1	1	0	4	0
peak.3715	1	0	1	0	2	2
peak.3716	2	0	2	0	1	1
peak.3717	2	0	2	1	0	2
peak.3718	1	0	2	0	1	0
peak.3719	2	0	1	0	1	0
peak.372	2	0	3	0	1	0
peak.3720	4	1	3	0	0	0
peak.3721	4	2	2	1	0	1
peak.3722	2	1	1	0	1	0
peak.3723	2	0	1	2	0	0
peak.3724	0	0	0	1	0	2
peak.3725	1	1	1	0	5	3
peak.3726	2	0	2	0	0	0
