label	wt_olap.DREME.1	e80a_olap.DREME.1	k88n_olap.MEME.2	k88n_olap.DREME.1	k88n_gain.MEME.1	e80a_loss.MEME.3	CRX_Corbo	Crx.MA0467.1	NRL.MA0842.2	FOS::JUN.MA0099.2	Lee_2010_CRX
peak.7005	0.8681009849571347	0.8124040889945535	5.367529076923063e-19	1.770810458557209e-10	3.0002539072944357e-15	1.651956700305655e-05	0.48669281635568645	0.03447303113589314	4.392508922059231e-18	2.452185791440611e-06	0.6971628113834235
peak.7006	0.5058819677575607	0.5249791875993354	4.821232899701911e-22	6.218237960458993e-10	4.792768459453984e-17	2.6236510299266377e-09	0.23086290211078667	2.4804453557912373e-09	2.078125345942925e-12	2.145035841461303e-05	0.3903309064110244
peak.7007	3.372643323928066e-10	3.034472424516058e-10	1.5711259187309107e-10	0.2596200155836823	1.3771652681367885e-13	7.441184360302121e-05	0.008614394452770067	1.3451081998288713e-08	2.2733236531969872e-08	4.3723505811600925e-05	0.06125519757277119
peak.7008	0.6011771036981162	0.5214098659605864	0.0005354862238482762	5.730224266036328e-10	7.784098069655589e-07	0.017261565134731628	0.14699949054447162	6.988973946280741e-05	6.764749555497412e-12	1.8619701046260765e-07	0.37724733393006404
peak.7009	1.4507011628330977e-09	1.3163660831219266e-09	1.6152813959164743e-16	2.7559747455381255e-19	1.7635029414543132e-10	1.131877053655089e-08	0.07314296290592645	4.956150783837309e-12	2.3165031559239136e-17	6.941091023087143e-06	0.22390059352330902
peak.7010	0.8681009849471258	0.8124040889905704	3.0642087555057984e-06	1.082373875559384e-19	4.741463505645069e-09	3.324917162028703e-06	0.48948617141892575	0.0005254922998756249	1.1088913050339627e-19	2.5472648488013674e-06	0.7193526543622191
peak.7011	3.444319958209636e-10	2.714904619483798e-10	5.7251738744031765e-21	1.0499583758639899	1.095877462061568e-21	3.4456645178959993e-09	0.009658806770184759	2.1489474462814494e-09	2.0587616130678684e-14	4.086819494386856e-05	0.06744796960641666
peak.7012	0.8871982050293769	0.777052627511626	2.228862994301465e-17	1.4505424351289623e-19	1.9093862973536186e-19	6.898233067697655e-14	0.2721306320580886	0.001557882469386921	2.0146651664333304e-15	1.927508889555328e-05	0.5555176333521448
peak.7013	0.5058819677475518	0.5249791875953522	7.427905173239615e-18	1.949967585480866e-19	1.9084507046979004e-21	1.8839644200135188e-06	0.34212548390682856	4.38366122944877e-06	2.1067014086754187e-10	9.741537591666692e-07	0.4735752588106917
peak.7014	0.1294434189565639	0.08251706019969854	1.255851340934347e-06	3.215561475168641e-19	7.85753102175415e-13	0.22790925935375728	0.23862444244038872	0.029778105987559107	2.166561024527207e-09	0.020064284142212927	0.36913778712347706
peak.7015	1.804274527034753e-11	1.0913533715266344e-11	4.690962256105269e-12	1.2296187086196577e-19	1.791535908409237e-13	2.6430268642144685e-09	0.0010920929049399442	1.87025525934824e-12	2.9321833752883113e-22	3.2253915229751124e-06	0.01234209378934565
peak.7016	1.4411511476701382e-10	1.2039539882486444e-10	1.5955087679019875e-22	1.636270049600028e-10	5.654107671324855e-19	8.208231992368833e-12	0.005331320726874182	3.7337212715262203e-10	3.931806375695364e-17	0.023860232432707264	0.039511001569270475
peak.7017	0.8871982047085406	0.7770526272563434	0.00999305912578114	0.2596200150346997	0.0002685680076818958	0.022245227163463905	0.14330650633624026	0.00047259636264485375	1.7320676035475649e-15	0.02012106469432019	0.41398129196977385
peak.7018	0.07619791648738869	0.031782140344235044	1.8735135421054843e-24	1.7826552117579042e-19	1.427373682379903e-22	2.927419998911302e-16	0.05055079512461989	7.042454443275331e-08	8.958830945830179e-13	5.271877873870314e-05	0.18587448386666056
peak.7019	1.60949539023766e-09	1.4053245932685223e-09	0.0534424762402446	1.3402137688924924	0.05551868204526532	0.0003503665061969876	0.2126934608084518	5.258380270825756e-09	2.785783791440555e-08	4.67886363945509e-07	0.35795965024145576
peak.7020	0.5058819680159002	0.5249791878498539	2.1849485640539143e-17	0.1395613318782214	1.0168364092556575e-17	6.086904873381546e-15	0.5342074146314215	7.513939874715285e-05	4.0819311006745655e-16	1.913423021665313e-07	0.5813177771728513
peak.7021	7.333080352543425e-10	6.34030675746394e-10	2.1086451483773656e-07	0.5249791893747833	6.5187770949732636e-12	4.987848129295857e-05	0.005563320520611259	1.9016730262654465e-07	1.5750341049331413e-12	0.002515659078438962	0.025569830095484358
peak.7022	4.6136176396219134e-10	4.158762851867483e-10	0.35875401660824235	1.0313378467106777e-10	0.08772869643562337	0.009049192070652846	0.00254257872344668	1.628374457133683e-14	2.2675084972144465e-14	4.767345482312673e-07	0.020780291159331447
peak.7023	0.524979187783238	0.48962772610382727	7.032770960220649e-17	2.5518292666546457e-10	4.297042393791975e-12	5.950265027617822e-06	0.08126022907599005	1.4913854177362008e-06	2.445988110214161e-21	4.6113697413006454e-08	0.27878277530631645
peak.7024	2.111919629356925e-10	1.939653773792798e-10	6.134426846574392e-22	1.7665662420680154e-10	3.980861170493642e-23	1.008980454687486e-05	0.011053878910008445	0.0013649564166753195	3.876987014140884e-15	0.0023582033168697727	0.07223484508818578
peak.7025	4.416158859093315e-10	4.5126438980884e-10	6.33989365533181e-19	1.1645402189058839e-19	2.9963476131888406e-21	2.1086141243857346e-11	0.01886837703148211	1.7494282998956334e-06	1.9450331418727694e-18	4.748429529228912e-07	0.0813413231154805
peak.7026	0.12944341869261153	0.08251705993396073	5.643852514064281e-11	2.5568924855188197e-19	2.796472912349252e-17	6.620719820489249e-07	0.4124277827069128	2.919135713046918e-06	8.208639736934769e-08	0.020970728337344563	0.49566885177561737
peak.7027	0.5058819681485293	0.5249791879300191	7.94971446165943e-05	2.9324444962575e-10	1.494633520942625e-08	0.0008487376037036247	0.5392755535877324	0.0008352778488535715	1.456166329751507e-14	1.9046948426348782e-06	0.6167855896603445
peak.7028	4.812435441956809e-10	4.021654106193135e-10	0.088684307169084	0.2797432077263797	0.00743290667479776	4.848256500341265e-07	0.009352392076605433	2.9510404476407605e-05	5.171277056383838e-11	3.576067969332539e-05	0.07763564914072198
peak.7029	6.891588346313234e-11	4.8945570509276483e-11	2.209906017201448e-16	1.7708104579642012e-10	3.774243686806294e-23	1.2362660765840009e-12	0.0004673433637846568	4.809877604133492e-15	1.3330932681422087e-21	2.8716721177308817e-08	0.006549606689854709
peak.7030	1.4254102360744328e-09	1.243154914019095e-09	1.1821433779576881e-09	0.2596200149520188	7.482490346853006e-10	6.7048203311263764e-09	0.11127094746658057	1.5454100149819991e-06	5.935443543935786e-20	0.020189247213773232	0.2779030041294923
peak.7031	0.5058819676134455	0.52497918747894	2.1739437595056883e-18	4.7129391486102193e-11	2.48756457872002e-15	4.1841216823123407e-10	0.12616293490124392	3.116422440504425e-10	3.83636848285376e-18	2.1419125402375444e-06	0.2461514835292405
peak.7032	0.3622190175423152	0.2874249016922074	1.682383224132206e-14	3.9363601314686154e-11	5.6546007574956524e-12	0.17887727404938517	0.15669048170049535	0.0003258209397413152	1.2055873698444186e-18	0.527320343121673	0.30866601111298564
peak.7033	1.5214901849677777e-10	1.2732575457525012e-10	1.7767943172761978e-14	0.279743206722679	1.0767147904367622e-11	1.3394567712502065e-11	0.0009815781232130564	3.690303199369813e-12	2.0688735441687986e-08	4.346321381148863e-05	0.015099165149136722
peak.7034	6.891588348054104e-11	4.894557053323471e-11	1.2693614125308119e-26	6.601683582018498e-20	4.886824130207754e-22	1.1293739461266505e-10	0.002250916499145058	5.751235936853794e-11	1.0672401414144504e-18	7.950404552727065e-05	0.02164570946366445
peak.7035	2.6821254661961495e-10	2.3282444180473145e-10	1.640928489430386e-10	1.770810462897543e-10	4.4022270736082407e-16	3.0510134538118067e-15	0.00010178348375880437	3.8698667465395385e-12	3.847153979618475e-14	0.00047121254856906803	0.0044298661437260495
peak.7036	4.930417498086442e-20	4.539129519699438e-20	3.625858135356193e-38	1.8433653638778985e-20	2.7355186707298443e-34	2.218298699408238e-20	7.348673521542251e-07	2.239580675924401e-20	2.2534569441243126e-15	3.388189065108526e-10	8.706924725826036e-05
peak.7037	1.2423333522964073e-10	1.3410627396578613e-10	0.07585671074808892	3.7577569167274495e-10	0.004370987898017608	0.0021686299526880778	0.006244236489255567	4.449277052514464e-11	2.099867311010665e-15	0.11208913419667842	0.07289640958004408
peak.7038	2.583396073657251e-10	2.505184939365852e-10	9.109768769950281e-29	4.2550350908263906e-11	3.848173168742606e-29	7.607085501252099e-19	6.800654878786672e-05	4.5090416785731037e-13	2.632405368391925e-18	7.591154692080125e-06	0.000673219887051583
peak.7039	0.5249791881503869	0.4896277262421677	5.675972291483555e-10	5.891123756992902e-10	1.540762812920696e-11	6.496187332713804e-09	0.13079633372674784	6.121282193603993e-08	5.37829812297212e-17	3.077843110625165e-05	0.33681434220954387
peak.7040	2.1864370980856716e-10	1.8456029490422552e-10	1.595742432086141e-16	1.6044025499227027e-10	1.1677429752435052e-18	9.892566690793827e-13	0.0035911948498394564	2.293521263824864e-10	3.7207318461855847e-17	0.5279521345506996	0.02850956760332536
peak.7041	1.3445105738977143e-09	1.193173343692305e-09	4.607942481110136e-13	5.868196236451195e-19	4.4236476304436827e-13	0.018030995780744005	0.11470264428262902	1.0559114159953918e-06	2.7980754217150783e-18	4.847676095058765e-12	0.2853422294040071
peak.7042	0.5820798841008342	0.556761327823175	9.629857215046268e-21	3.778128170971444e-19	1.5608023204990974e-20	1.9533683253960587e-10	0.18532373307495495	6.553008641761209e-07	3.046217831945799e-11	6.956731335668743e-08	0.48238295030902867
peak.7043	8.317792851716044e-20	7.460026867381942e-20	6.073815437426077e-30	7.407463978042468e-20	7.04470636920976e-31	4.790819812004331e-15	4.018947594786876e-06	3.575592570320815e-22	2.64223263731578e-17	0.0001185540751236222	0.0001626305247523771
peak.7044	0.9050435982739946	0.748964459507707	2.377483613810275e-06	1.0499583755399828	9.384198348685657e-05	0.0074159957578593515	0.08167315122404915	2.1985962237775434e-07	4.565349786009823e-12	2.9683342111249808e-05	0.28269013060407383
peak.7045	1.3411469416353386e-09	1.1508229216126088e-09	7.736948561270886e-11	8.510070198131054e-11	8.111421175368784e-12	0.06786199804274161	0.1090461119317513	5.011476481201249e-06	1.0841027755128571e-15	2.1359296405306847e-05	0.25679890754651513
peak.7046	0.5058819677475518	0.5249791875953522	1.9206924843669395e-22	5.196742847552302e-10	2.1130352929839012e-21	1.3516798982108325e-18	0.5364512364526935	1.2204793707167713e-06	9.311562381687045e-19	0.0005021359167922391	0.579010813338668
peak.7047	6.891588363037024e-11	4.894557063911997e-11	3.696328409828654e-18	4.712939143283028e-11	8.142857497487866e-18	2.854095674864343e-10	0.00016341768121596917	3.0603971690172717e-15	5.2956434281522616e-14	3.0326711581033735e-09	0.003280973641015035
peak.7048	0.5058819678319534	0.524979187641823	3.5315992106184694e-12	2.3293308664660193e-19	1.5206962809065204e-15	2.0921684681078345e-06	0.12933981879838236	1.4096469454791304e-11	6.48103284664072e-15	0.5305394971251577	0.27480807127584844
peak.7049	7.332998038086941e-10	6.30179646800487e-10	3.751945610466739e-17	4.0974206221665374e-10	7.864125436157744e-20	4.5391322175587657e-13	0.009316326281455975	5.615779123529048e-06	1.801636737743004e-11	8.902332067240489e-08	0.0752479503506217
peak.7050	0.5249791879304287	0.4896277262827461	2.476749209826276e-19	8.191395205803622e-11	5.742515876802076e-23	4.753811358503441e-18	0.1944041435774779	0.0009554982166151523	1.198638376497604e-20	2.7971573177057822e-05	0.3307712671050657
peak.7051	1.049958375156506	0.9792554518749454	5.55895182004672e-10	4.712939140029237e-11	2.789691224470271e-18	0.00012867982875261206	0.2825040177049593	0.0003692585299513508	5.741141216165177e-17	8.822153031679442e-08	0.5851325368622955
peak.7052	0.5058819682825055	0.5249791880961434	2.1688027419028986e-17	2.1513914690499076e-10	6.737567782250127e-24	2.8491815047403567e-11	0.12789342653848498	3.9930149750620717e-10	7.443828136079328e-16	9.565103167961417e-06	0.26351595702648184
peak.7053	1.0499583750919863	0.9792554518147637	3.6532258675217595e-21	4.503318697867449e-20	1.0217761849013197e-26	2.1537478668237505e-18	0.46626711402452353	3.0014263481208098e-05	1.4126532000679872e-13	6.644430473506451e-06	0.683608343211274
peak.7054	1.3402021638876534e-09	1.1677219081886184e-09	5.128088815487523e-16	6.446923462403644e-10	1.0500111262990114e-17	3.6132544390545716e-12	0.07059288667445017	4.5229719715114974e-07	4.66475513110793e-11	0.0004507258299494088	0.2372035610876113
peak.7055	0.3622190172095829	0.2874249013992013	9.61969937108873e-21	4.255035119287296e-11	7.176457803391722e-23	9.012977791596063e-11	0.15288342694515392	4.119284585132317e-11	6.413729202693994e-14	2.5818032388779608e-06	0.2765903892110525
peak.7056	0.12944341870809717	0.082517059931486	2.4253822371205916e-16	1.1243317393561584e-19	6.195964980292541e-13	1.9261070222534832e-14	0.15221950673197254	4.234595275292054e-09	1.4913164618030744e-19	4.455069839488458e-06	0.3065793023915534
peak.7057	1.474308436814607e-09	1.2841341287832105e-09	6.155375990390443e-11	6.223215165256135e-11	5.846877367444018e-11	8.371416854136622e-07	0.06514741439148754	1.582518626453347e-06	7.78945037631678e-20	0.0004498923624793387	0.20193924878493363
peak.7058	3.1350033998478967e-10	2.2967252471798101e-10	5.697713475194687e-16	2.5518292662493556e-10	5.546260649820912e-17	1.7519715815011137e-12	0.004378376309284965	1.3575074825546704e-08	4.896939161298697e-13	0.00011855503649945722	0.0398445293769308
peak.7059	0.5249791877274066	0.4896277261173883	4.4645013024506477e-10	1.2655289940978573e-19	1.9843259965313904e-09	2.5890987017493235e-08	0.34743091620833466	0.010883004153865441	5.083351804458323e-20	0.00045210976985937614	0.43167457649271623
peak.7060	5.068062756753356e-10	5.187310401387687e-10	2.4091039656405754e-19	1.1200878488514474e-10	6.008605036409145e-23	5.656900655798906e-12	0.011867216470529053	0.00098029579560509	7.131762437517113e-09	0.00045027950639313596	0.06225231643448622
peak.7061	0.52497918747894	0.48962772584917574	1.159192477897611e-12	0.2596200151699981	7.871678548382484e-17	2.0995025434823124e-08	0.19461073172886764	1.4646136262135036e-05	8.734437175072986e-17	8.709140729086865e-07	0.33782037836290607
peak.7062	3.2725549078338154e-10	2.994640644067046e-10	7.43743005500364e-17	6.223215176316197e-11	1.116381156461254e-14	2.2486307483976715e-13	0.01653419103713124	9.120509805532156e-07	3.903059147350259e-19	6.288305743455501e-06	0.09496833117170769
peak.7063	2.683484486555137e-10	2.545016717278402e-10	1.675707814715759e-14	0.5249791891028728	1.7986235037322705e-11	0.17887727405947268	0.028761925068896833	0.04690410970784251	1.4857091139635242e-09	4.85480000153562e-08	0.11471465819929075
peak.7064	1.2667542486106872e-09	1.1083352554437894e-09	1.4296505237702926e-20	1.3568020479346666e-19	1.2084374571061047e-22	1.5512182724974105e-13	0.0641484963449883	1.4067782738580644e-06	2.9511056509576847e-25	0.0007296289337951652	0.19456503363863983
peak.7065	0.5058819677475518	0.5249791875953522	6.453716495626235e-14	3.1653399962207764e-10	8.94886825564779e-16	8.468610088007958e-07	0.12882863600238034	1.2607738319234825e-07	6.701428461308397e-15	3.6401547828424996e-11	0.267736165268878
peak.7066	5.166792145829647e-10	5.010369877453294e-10	5.1605009208071735e-15	0.8407659486538694	6.354520397938863e-19	3.7276754615763295e-07	0.017622675600523066	1.4672533242685687e-06	1.8099321184397477e-15	5.320031041208127e-07	0.0812264367260997
peak.7067	1.4411511479867848e-10	1.2039539890036109e-10	5.170659226014168e-16	0.6315735210150197	3.180528383710797e-13	2.408590051709154e-06	0.0014404453869456058	2.3906725003775425e-11	1.2659534435091809e-11	0.0027669623583865812	0.016574207847097323
peak.7068	1.4646043745752819e-09	1.1226244231709963e-09	4.049002549258593e-12	0.25962001613045677	1.2797495978186084e-12	2.0330152901690818e-08	0.039372901260294406	9.87274609500822e-07	2.1302503464917434e-13	0.00044991637565358356	0.21836609580855637
peak.7069	0.5058819684158052	0.5249791881835935	1.8824610779653253e-19	3.2956361932637765e-10	4.270256340660024e-23	4.015946361873062e-12	0.5445392861183006	1.4894461296259005e-05	1.6167593874482868e-17	0.0023542812492707917	0.6097431487849658
peak.7070	0.8681009849054551	0.8124040889275592	3.3142560483786777e-15	2.551829266217603e-10	1.0090515280656609e-17	8.624787245822426e-10	0.48657099748997407	0.4409432736351193	2.1768956076886184e-22	2.4939735876616638e-06	0.6965190988769887
peak.7071	0.5249791876720892	0.4896277260322276	1.0372095559857652e-18	2.748647270719918e-10	9.418571809531924e-18	6.076598007460038e-10	0.20031418188062333	0.0005887866778131748	1.2241078470742631e-16	0.0004498812903490401	0.3668128315411129
peak.7072	0.5249791877372796	0.48962772609969424	1.7794871445982967e-09	2.196313966510358e-10	2.5160187371781996e-19	9.387325653226345e-14	0.20220658686205698	0.029952551694252073	2.6383376386200976e-22	6.60098344058947e-07	0.3861550056953136
peak.7073	0.3622190180344386	0.28742490206216154	4.5952996801893007e-14	5.219437147670871e-10	1.68163821075062e-14	2.4519728949003994e-11	0.07781502631199581	0.00021747268278607661	1.1029122540514304e-12	2.470473857810063e-06	0.24609468883330593
peak.7074	0.505881968805807	0.5249791885447876	0.008875662496753553	1.4025785299172751e-09	0.0001152306988405006	0.08233899775512583	0.5887066315062256	0.0024163946159380368	2.2909409156983895e-15	3.4899272089643206e-06	0.7155151838223331
peak.7075	0.5820798839667279	0.5567613277067628	1.326741050778787e-17	5.688768166022798e-10	1.4988402108281517e-14	1.470751237169029e-13	0.5531022281524205	2.841216790284243e-08	2.3710284891746216e-17	1.9081425495222632e-06	0.6502589304010904
peak.7076	0.5249791877651954	0.4896277260929137	1.871887944353999e-14	1.9011066561506014e-10	1.8508323462207278e-17	1.355386190265669e-09	0.1967262143611906	0.03309905842698243	5.767096567123209e-20	4.6931420339090516e-08	0.35050488680517167
peak.7077	1.8042745349750075e-11	1.0913533796639765e-11	5.9126639094420655e-16	4.255035100297492e-11	2.128115897665862e-14	7.778260007506021e-05	0.0074690220636807044	8.354528437032975e-10	2.6838779371681904e-16	4.256807388655017e-06	0.03747337234560919
peak.7078	1.8718423161904052e-09	1.4657699076217906e-09	3.3150315016274845e-19	1.3223009338790194e-10	3.1548769817316283e-19	3.3719166229930487e-12	0.07457213425711592	7.03453709511544e-09	8.83435082503352e-20	2.589219136438335e-07	0.2568837927886695
peak.7079	0.07619791634340949	0.03178214024551688	1.933951628966298e-23	4.712939149403842e-11	5.1897219239412695e-24	3.0079731280106114e-16	0.02846940520631842	3.680794000622354e-12	2.9991882043757286e-17	0.002783746113373582	0.12810479924387072
peak.7080	2.0017682595116073e-11	7.966355638671843e-12	1.1759596360276492e-27	1.5103042988627002e-20	2.1686709494321604e-25	9.765141454579772e-14	3.097994337536772e-05	6.305317281467905e-08	3.9622894403551636e-18	0.00011838870962113237	0.0011190136727988638
peak.7081	1.2423333420929556e-10	1.3410627314824201e-10	9.03422455780096e-22	1.7708104575555634e-10	4.529347562019989e-27	5.280293835777541e-17	0.0036588965409185465	5.0751914766354313e-17	1.466590223719014e-20	4.3439651854083225e-05	0.021291242133006098
peak.7082	0.5058819676134455	0.52497918747894	2.8446807653884176e-17	1.96818008528358e-11	1.320943351540382e-18	4.808159713232129e-09	0.5250004851947083	7.501037173272541e-05	8.245847610891565e-21	1.513859071291851e-06	0.5258268963749372
peak.7083	0.9050435981758379	0.7489644593914445	7.448391420238546e-08	1.0894471041697182e-18	1.0183772152554332e-09	7.970298028309345e-12	0.3754686516672443	0.00011965564938879697	8.316317792787251e-16	4.342527698919116e-05	0.5762741744449903
peak.7084	0.07619791650112304	0.03178214032969714	3.0196998224575635e-16	2.551829265974944e-10	4.581512767516822e-22	2.346802433726878e-11	0.10972649882893705	3.2626512892046782e-06	6.32622159122168e-14	2.434676917409575e-06	0.30419839999957393
peak.7085	0.38006441079864417	0.2593367336183328	2.0271808506768465e-21	1.0936154284717687e-10	3.6746241230522203e-22	7.504257259976581e-16	0.0417600003624316	3.695888413165754e-05	1.1071075724066918e-15	0.0001968651479001018	0.17179702348147086
peak.7086	3.6181638389330024e-10	2.5431630136819847e-10	0.35804029734889714	6.265292568416899e-10	0.1619798357340106	0.009042413652828351	0.002712549514232346	1.4085030557704503e-13	1.9205815011505145e-19	7.807498852407302e-06	0.028276056116810916
peak.7087	0.52497918747894	0.48962772584917574	1.8653063703488688e-05	1.3146824006661262	4.379477063853988e-07	0.006807399770368161	0.19618043760159531	0.0027891976154205745	9.783132209575772e-18	0.0004550690651107846	0.34626339571168885
peak.7088	0.5249791874889489	0.48962772585315895	2.599091796786641e-06	1.968180067768213e-11	9.19424993540305e-07	1.0282250590857634e-09	0.19456153076777852	0.00032349183677870944	2.8686698273314533e-15	6.77705076551232e-08	0.33540715670538274
peak.7089	0.5249791893327396	0.4896277273040321	3.922679021726806e-13	0.2596200152427533	9.802395513093164e-17	5.6304400328332974e-08	0.3499192824450669	3.0092229069462498e-05	6.997790070654973e-17	6.16379995583905e-05	0.6957230560856507
peak.7090	0.6353253862536471	0.6074962473286967	2.555271389632772e-10	5.907679251177721e-10	2.0545489568446006e-15	1.836759977342508e-05	0.4847313743509134	8.991879121317877e-07	5.021858467008147e-10	0.002768968523665177	0.7181680979574635
peak.7091	4.6149766616753684e-10	4.375535152864389e-10	9.4703285916384e-19	1.96818006749577e-11	1.8434576097659075e-20	2.0362154721799172e-08	0.0056731048220633705	9.138738131549779e-07	5.173008464227184e-22	0.024167306977432777	0.0332863034447116
peak.7092	1.049958375160902	0.9792554518637093	8.774165213079174e-17	4.255035111446769e-11	6.5933507007866935e-15	0.0034484480562750274	0.2705070607377523	0.005379645905750685	3.599841836346476e-15	9.428545979633263e-06	0.5626863083100982
peak.7093	0.52497918747894	0.48962772584917574	4.662888618153754e-18	5.103658536084395e-10	9.482621288024206e-22	4.064358656908183e-08	0.34714574226978395	6.185816857105128e-07	4.347099266064223e-15	3.4065235113708397e-06	0.4289173048659716
peak.7094	1.0441921698549972e-10	5.4437199666202916e-11	1.0467232579036769e-20	6.223215161086405e-11	2.002977022507502e-16	2.4066790369341935e-10	0.00201068087130183	1.084259009554823e-07	5.391428807350532e-14	1.6130714181254394e-06	0.029552316784683043
peak.7095	0.38006441194758434	0.25933673463674334	2.041181190779588e-09	0.3157867624039625	4.792891051494215e-11	0.006396583043675735	0.05664013797503002	0.00045877134840674314	1.1915655502563553e-18	0.0003800507603841392	0.2523854352686731
peak.7096	1.506121422983825e-10	8.11536863334191e-11	1.3029676744144839e-08	4.785662726867448e-10	8.701370194281342e-14	0.005950850623509988	0.0009595407758172968	1.1406864203745352e-07	4.24623474665687e-12	5.93378635714158e-07	0.01480077202913453
peak.7097	0.5249791888054078	0.48962772703143553	3.69006591645202e-18	6.681119198773492e-11	1.960313455332764e-18	1.1419477961394498e-06	0.45539009486181	6.048159896077598e-07	1.1856989896423419e-23	1.2000855281819144e-07	0.6758187690512975
peak.7098	1.5331741779041103e-10	9.541641445536977e-11	6.062409424297809e-21	2.6821254632299434e-10	3.1203240584419997e-21	2.492694116907543e-17	0.0013351653774711816	2.478894769409649e-11	2.524235418671929e-14	4.304274282317215e-08	0.019318288307252345
peak.7099	2.67541910751281e-10	2.2553950986680148e-10	3.304222501909027e-07	1.9681800613815376e-11	7.902451699491432e-12	6.596645356039357e-08	0.0023289249333647336	2.4726118206747664e-10	6.730698945479213e-12	2.178985456736156e-07	0.024083516629426437
peak.7100	1.1962559259354434e-09	8.681227514293884e-10	5.303920140557046e-12	9.942788064757137e-10	6.315505946045682e-10	0.001205510915765125	0.04820786069396854	9.201352049426706e-09	3.477869749830749e-16	0.0007338680335085887	0.19985787646107564
peak.7101	6.490424033137381e-10	6.092370619850067e-10	5.805865389999518e-15	5.393560854480274e-10	8.510424773237901e-22	2.457218846727598e-14	0.01350962447056534	2.4049857881586503e-10	1.4254824262857677e-12	0.0035564319486995084	0.055197571053199015
peak.7102	2.8051586805031592e-11	1.4896711756727756e-11	1.2234945630153077e-16	1.2714767253229912e-20	2.913286347476627e-24	1.1858793400387863e-11	0.00305958437757554	3.880981178984681e-06	1.2470048389417062e-18	6.64344995224927e-06	0.04246961079694423
peak.7103	0.5058819687554564	0.5249791882628294	5.087774097572403e-08	0.8152345803046281	7.723489070052483e-12	0.0044645506814633175	0.5706061928774542	0.002417815626222068	7.379244252622152e-18	5.978702493534792e-06	0.7102802601196299
peak.7104	0.5058819690088292	0.5249791887101455	4.935349499044838e-15	6.22321516283335e-11	9.795129465342427e-13	1.3164344908468346e-11	0.339254315018385	5.2460524488483004e-08	1.097302900018015e-16	2.31741194091227e-06	0.5996027201399247
peak.7105	0.5249791891282672	0.4896277273421358	2.361835212529457e-16	2.9475622668984255e-19	1.981342225099798e-15	2.8514799751728624e-11	0.41825587393523667	9.5864107813479e-08	6.405365449955516e-15	1.9058505594420045e-08	0.7114806987901248
peak.7106	0.3622190172376345	0.287424901414098	2.2172543369334217e-06	2.977332775766663e-10	4.159128048175006e-07	0.0003615652551489005	0.052163763009853516	3.129308852663804e-06	4.283858930620244e-15	8.93947748102428e-11	0.19786976565311365
peak.7107	0.8871982049269806	0.7770526275126064	2.2838977497617355e-11	1.4075845494403803e-10	9.709974167442987e-14	1.242438694211516e-06	0.1731428541155595	1.4401711501944618e-06	3.263010067006563e-10	0.0011989705557155718	0.4465504003144255
peak.7108	0.742283428118726	0.5467616351661783	1.244024586793675e-09	2.7114353939860687e-10	9.187462916888186e-14	4.495926726359839e-05	0.0833225411843988	8.773834664794073e-05	1.1679560436921572e-17	8.142368354831107e-09	0.3098634347304763
peak.7109	0.8871982049468625	0.7770526274988955	2.5044229454984252e-23	7.020858205809065e-10	2.1366943288058953e-24	5.330475495177582e-09	0.1437658792043277	8.525289049120502e-07	3.2508939427225637e-16	2.273328071527225e-05	0.41153795745605637
peak.7110	8.575413693133946e-10	7.681369487807985e-10	6.142886054251332e-06	0.2596200156546553	4.193734398198103e-10	0.0009333934088304685	0.0026028663178721055	1.5354540090234355e-09	8.040405636630386e-16	0.023771180260693844	0.01840767447430742
peak.7111	0.5058819678237713	0.5249791876340183	7.89461694387291e-15	5.345706649875391e-10	2.4902080848705907e-19	4.5384014919622074e-14	0.3366435386484269	3.610903941106589e-06	3.79321193688311e-12	0.00012174979884092313	0.44262866941245566
peak.7112	0.5249791876222486	0.489627725940609	4.238381840394428e-16	4.2550351074019e-11	1.5772220474820638e-17	2.6562794490477387e-15	0.19502374887209273	0.00032348945734796857	2.1112059782182913e-14	0.0200652003060085	0.3383559575467858
peak.7113	7.439269328824343e-11	4.24876663629928e-11	6.48990348904749e-17	1.2107665372303137e-10	4.285294183866929e-12	0.0848470589453835	0.0005634581996365419	1.016257911344051e-06	4.866832837710667e-12	1.106482079226148e-06	0.012001355437713659
peak.7114	0.20564133518547703	0.11429920027173787	1.8934334144123357e-07	1.9011066631010082e-10	5.519042168903037e-13	2.1368967553558902e-05	0.2687368569633312	7.50894083812077e-07	1.2950991914218167e-15	3.476891582636693e-06	0.616207721986737
peak.7115	0.5249791884772086	0.4896277265320956	0.00027356759676032985	1.0212191248350098e-09	2.2030085338384934e-08	0.0006227952402281448	0.12644930675406743	2.8085588041158514e-07	7.421740891371788e-11	0.004666235398433403	0.30776366396221067
peak.7116	0.7422834278703954	0.5467616349196429	4.1571314195924344e-13	4.712939166423264e-11	5.055891099452011e-14	4.0131945149266297e-07	0.1036089667142659	3.351770610599516e-05	1.3621902433121044e-15	2.4319434256372553e-06	0.3182583237377074
peak.7117	1.2423333422351035e-10	1.341062731616235e-10	1.7417495905929514e-22	2.752113672633611e-10	6.932507102705455e-26	2.8132455955169994e-15	0.008210284192778259	1.032343153768875e-14	4.925606834327218e-19	9.53996177502976e-07	0.034545124494866956
