label	CRX_Corbo	VSX2.MA0726.1	RAX2.MA0717.1	VSX2_e14.5.MEME-1	E80A_atacLost.MEME-19	K88N_atacGain.STREME-1	K88N_chipGain.MEME.1	RORB_HUMAN.MA1150.1	NRL_HUMAN.MA0842.1	Nr2e3_MOUSE.MA0164.1	GFI1_MOUSE.H11MO.0.C	PRDM1.MA0508.2	PRDM1.MA0508.3	NEUROD1_HUMAN.MA1109.1	ASCL1_HUMAN.MA1100.1	ATOH7_HUMAN.MA1468.1	Bhlhe40_MOUSE.MA0464.1
peak.46	0.005445095771422881	0.15152902200307924	0.74265477136174	0.00010918296688854822	6.988535244720848e-14	2.0600577181576585e-14	7.543799021710832e-22	9.035732013852302e-07	1.874488971412439e-06	7.240009054719128e-15	6.985507775819024e-06	6.55068811075089e-16	6.666455462960856e-13	8.60936931104739e-08	2.5647852024521687e-10	3.570343072203612e-09	1.6154825632768416e-07
peak.47	0.002965721733839341	0.013457846959876847	0.2557865627554314	2.2663909680750203e-08	0.0013294948340194209	1.601268133277666e-14	4.1655813081063655e-14	1.1186392432171173e-08	6.324657232596024e-07	0.5926850877882937	5.008302879186047e-09	6.243735539254238e-13	1.7100542395967627e-06	2.712102997538806e-05	6.166857044354959e-10	0.00020235033845458105	8.715135322224818e-12
peak.48	0.5017528434267017	8.944659571396098e-07	0.0004853981769611157	8.413429707139866e-17	9.674546481539942e-16	3.4348494010854347e-12	9.763475822118332e-18	0.00409371691476311	1.8514619668796017e-07	1.494327097008045e-10	2.564048922214553e-08	1.2605296961414419e-12	7.0881993125495865e-06	3.636517300005828e-13	3.965267330963739e-14	4.188092919480851e-11	4.8372363646903665e-18
peak.49	0.051466724711042626	3.330762364821518e-07	3.642340270088656e-05	1.523902684315254e-10	2.777869558147453e-10	8.486406129480338e-09	1.5517856657629272e-13	2.965620906006055e-07	0.0012524698529390557	1.5259757012316849e-10	0.0013999671958043456	3.4474307990871416e-12	4.209264911016376e-07	7.007776877944702e-08	2.5554533242149666e-07	2.6993669137202845e-10	2.7375537862393095e-18
peak.50	0.0005839545557383194	2.6351768159566323e-05	0.0004116324214763044	2.943715095024559e-14	2.9646289494614514e-15	8.280177362178536e-11	6.826948949352561e-16	9.17450107558229e-08	2.3285887674951144e-05	4.042844390523915e-20	2.9371388533358324e-07	0.0014575755581739444	7.30058422870837e-10	2.230324213969904e-09	1.5122763402815428e-08	5.610239800131536e-10	1.1673141983368158e-15
peak.51	0.0036776764739450693	4.311810145289913e-08	1.2058985877490907e-05	1.779486730333244e-17	2.205951247246548e-07	3.3660788947796774e-11	6.478701448546579e-15	7.784799281809439e-10	0.00041224003967284484	3.432365825742663e-05	6.837429283373382e-15	2.8528452930888196e-16	8.873864674358346e-07	0.0760692525540978	1.3208767421735025e-06	0.0002247656422439014	9.53861616748725e-16
peak.52	0.0903459493293288	4.4202926296590197e-07	0.00019396396667317506	6.129532540889647e-14	2.5626091322797016e-19	9.371813657395087e-16	8.037145684103967e-21	2.1413396080099093e-08	1.7481025248953054e-07	2.591476845690646e-11	1.3720555817914131e-08	1.0437429038931889e-15	4.908561018536826e-10	9.092350053202514e-10	1.876046920198207e-14	4.127961173213781e-05	6.453373588385442e-05
peak.53	0.00019118689504013235	5.445531098475207e-08	1.2404595867328937e-05	1.684766841491208e-21	3.7344664789504136e-21	1.2733455088421014e-15	5.322538355425239e-23	1.4542557493115137e-10	1.6371458742602193e-09	3.462819281841311e-20	1.1176848521777935e-14	8.092041436945924e-15	1.632923321145289e-06	5.282846409462122e-10	1.8017866275970584e-07	7.658021164074855e-08	7.789194861483936e-16
peak.54	0.35041828099781996	0.0002028402255060608	0.0024334091098980226	3.100466699929034e-08	6.278876524810937e-15	5.424986949677292e-17	1.1316096101046645e-25	1.2331440776912212e-08	1.085465767948081e-07	2.715670498798813e-10	1.5392026222256584e-09	7.948041143104819e-18	2.7018319117352013e-11	1.804162572549882e-11	1.407961949588848e-05	1.9128709967146988e-07	1.540076516407384e-18
peak.55	0.34948013309969467	1.3381460665856314e-06	0.00023243101885090213	2.270015088566696e-15	1.86800394699921e-17	2.9939170863180393e-18	3.175909330982832e-23	4.250461755621259e-09	0.11320706938526585	1.4942437955865017e-10	2.5758266668768333e-11	1.422317607881102e-12	8.750847658128403e-10	2.3777331797799417e-09	4.159283038345742e-06	1.191316394992501e-09	5.023531578854109e-19
peak.56	0.00035631499190405514	2.8329497272013987e-09	2.877973811264099e-06	3.0550295845354e-18	7.428113160662557e-21	9.336659798812378e-20	2.155968795154609e-30	1.0189255983288766e-07	0.0032557362331327713	3.079723136522501e-10	1.366570721245446e-15	1.997812094759986e-12	3.780506479052209e-12	0.0005650232683095974	5.4746436893205716e-05	3.2141186942640746e-05	5.027679881998636e-13
peak.57	0.0005208004533774753	4.344254166317664e-06	0.00126548625784966	1.7934124366475793e-10	1.131040234840574e-18	2.5197337106069533e-15	3.964494083703984e-25	5.333586620411229e-10	1.370088099278912e-07	3.0648366098918515e-11	1.347495184349203e-12	0.0015773255796778104	1.7595629920601268e-09	1.7262504270662204e-14	3.6589688388344215e-12	7.394194569065008e-12	2.8679186174070514e-15
peak.58	0.36189578215462154	3.81210928848649e-08	2.80784762000613e-06	5.874876383654404e-17	3.002942701946838e-08	7.691937826791827e-10	2.315023407812581e-11	1.7278961373664955e-07	6.832458953309092e-07	6.6628613193310034e-21	9.932251951785228e-05	3.25749383406295e-12	1.4314323613621418e-07	1.4948380158492898e-12	3.272378846205746e-10	3.604398152809847e-11	2.200839017859049e-16
peak.59	0.012072669942721312	0.00025809400000558163	0.001968972924705503	3.4863547018586927e-10	1.0651054181145133e-13	7.253374127456014e-15	1.0596708924222288e-19	0.000993586197262405	7.601490428380271e-07	1.7672156499165277e-10	1.6481673803187816e-09	6.875944409750746e-11	9.355706873095853e-09	2.0351412407550412e-06	8.386626430580542e-09	1.7908067121942821e-06	4.783063989674772e-14
peak.60	0.003890242768042742	0.00022699276205550548	0.0002441390894220365	2.4831537435241073e-12	1.7033319039440246e-08	5.3168087912298205e-14	2.844483020248184e-20	3.4807563924804447e-06	3.5941757166214334e-07	0.08058322441960336	6.884215225961347e-17	1.2326337688419842e-12	2.043269857359731e-10	2.115596479026259e-11	3.456715116081447e-08	2.0238267282675607e-06	1.9676779060614306e-18
peak.61	0.01953475561770706	1.0074685427538285e-05	5.6929260054708185e-05	8.072312829573948e-09	4.784663795886758e-05	9.485506970265697e-07	5.763426689821326e-06	6.841541874405295e-08	4.540760081919324e-05	4.5186563937353664e-20	3.777591757334082e-10	1.432056321903122e-17	5.924290617941784e-10	1.6144055887889355e-06	1.1311240431755363e-06	2.666142476495463e-07	9.286943425873731e-07
peak.62	0.012943527456996583	5.358263834796426e-05	0.001186081742972362	1.2530699740608883e-12	0.01536092835490523	2.4924453781668362e-08	7.99333761763476e-13	9.383396691674316e-09	7.436905256482682e-05	3.4777779260148056e-11	1.5889132081843126e-08	3.820544340541887e-09	6.733568976553583e-07	9.326536657690062e-06	5.091159083256632e-13	4.378637070243359e-07	9.44196699390309e-16
peak.63	0.748897543217211	0.0021246833719342443	0.13147956816543788	5.5831673530703345e-05	0.001017563007991679	1.9277783908540504e-06	7.948958208664249e-12	1.0344726277149285e-06	0.000763806689773528	5.9661051164462183e-05	2.2990543418821526e-06	3.890964761532575e-17	1.5952454204228291e-06	2.1217418155771358e-06	8.112150446105294e-13	4.123968010529196e-10	8.113310978768973e-17
peak.64	2.762205194155137e-05	2.1494162551423688e-06	0.0002250520894661671	1.5183453954377362e-10	5.4541481655939465e-21	4.083815694253358e-20	2.6114969262496097e-25	3.3276077240702675e-09	1.191975182639121e-09	2.7296437301489914e-11	3.109857771554358e-16	3.078237159752471e-13	2.1438218591814416e-11	1.1660904380558122e-11	1.0861417794571993e-13	5.225838560664725e-08	2.6590446988753002e-05
peak.65	0.20430135906757393	5.135817201324058e-07	0.00013564120902031927	1.1240157001056938e-12	2.1381535888709732e-10	7.956609097618193e-08	8.145495666595808e-08	7.227476028168846e-10	1.5943913048713512e-08	7.227432241950917e-20	1.2223354918209965e-10	1.241549537324226e-05	3.2671070224302933e-09	1.5708041481830357e-12	3.304372849095116e-14	1.2432296340929703e-10	2.5490457911812492e-15
