label	CRX_Corbo	VSX2.MA0726.1	RAX2.MA0717.1	VSX2_e14.5.MEME-1	E80A_atacLost.MEME-19	K88N_atacGain.STREME-1	K88N_chipGain.MEME.1	RORB_HUMAN.MA1150.1	NRL_HUMAN.MA0842.1	Nr2e3_MOUSE.MA0164.1	GFI1_MOUSE.H11MO.0.C	PRDM1.MA0508.2	PRDM1.MA0508.3	NEUROD1_HUMAN.MA1109.1	ASCL1_HUMAN.MA1100.1	ATOH7_HUMAN.MA1468.1	Bhlhe40_MOUSE.MA0464.1
peak.37	3.9346253502464954	0.027844191042229065	0.5820609832278213	8.508373766514044e-11	0.0022577760665864408	2.955110277568463e-05	1.4792665109770815e-06	0.00012251660161357333	0.0009662505722952445	3.770608114989984e-07	0.0012379838989582939	3.611943446815772e-07	0.16996509529975706	0.00029624406752582714	2.944890690911432e-05	2.4263144091503756e-09	1.2043594026219212e-18
peak.38	3.0710853010373396	0.003579334400037805	0.18514091581559156	9.990973382278737e-15	1.09612431637589e-08	7.19429058073996e-08	9.122916055786999e-10	0.000268963591772081	0.01926090738911829	3.146897678779721e-16	0.16516609666807508	8.017290862077612e-08	7.331410510011228e-07	7.437514676579259e-05	0.9688267533031699	0.0004701463086304161	4.2021972660886974e-10
peak.39	4.77910642225382	0.00020547828674459328	0.020443305215614917	1.6583108799224606e-11	0.12980251289279682	7.06741791509448e-09	4.4633325452000085e-14	0.0021927509545214335	0.10733349433920822	1.9970462208674644	8.188634568576125e-07	9.020314736166782e-09	1.007644942235984e-05	1.229842194547163e-08	1.917493696587056e-10	3.2837136074727277e-07	1.5750542185852928e-12
peak.40	0.4005127496197216	0.008758454190755178	0.4279338977838055	1.501728519848e-10	3.508128023834457e-12	2.1511787161142232e-09	4.62848118834427e-15	2.7454831801126958e-05	0.003175521576898614	1.987778639937019	0.9248190905089868	1.9462083503526438e-05	0.8798334849038894	2.332071861446997e-06	3.934615089575472e-07	0.0007210851558441066	0.5624063234869429
peak.41	1.9959445024874363	3.575507587901713	6.729127155526394	0.000534784041488117	9.19202224411587e-06	1.3175030489177983	0.00021042696723742844	0.0020208021159199277	0.007294244742371643	1.8771565625144146e-16	2.56265287586726e-09	4.18684264080745e-08	2.1576043645132664e-06	3.0606650333414386e-07	5.09898996231073e-13	2.9618595639703e-07	1.5593014676055472e-17
peak.42	2.8896148429724136	0.6715107290655654	2.5710390797711766	0.003398688318092339	0.0016894765417719733	4.7858352411141836e-08	4.242516386548554e-09	0.0010803407620766019	0.03541199798573669	1.2957418947905903e-06	0.36666629303610043	3.061035712235795e-08	0.00019008770319790043	0.00014642502647674088	1.5730158536494517e-06	1.7580375074566423	0.006807858901592382
peak.43	4.031531924597576	1.4547254011610105	2.531378117035772	1.3650870365654453e-05	8.217389173402842e-10	1.217494510651242e-08	1.9122403449658763e-14	0.00038618733942483066	0.06818070948839836	1.0479053520410084e-06	0.6348104436621979	1.6731325638827257e-05	0.00483600977223261	8.602806824706836e-08	1.1834099843848646e-09	7.62128659056068e-07	0.8215991110829111
peak.44	3.092448626396731	0.0022118349006472176	0.12130734168162598	7.260096161820958e-11	0.00011826999715229235	1.634867455762692e-08	4.589131779061834e-16	0.030909925687031402	0.9998373820608679	1.9665253580219233e-06	1.2835892911754504e-05	3.305867191899489e-11	6.537375024718953e-06	0.00809864285209276	3.5817456230981175e-05	0.00010338451739339614	0.013652910619838672
peak.45	4.4549434590772234	0.6356161992922101	1.574139832319383	9.946411830261443e-08	1.7507089680499586e-06	9.97030645862489e-07	2.8373601858835686e-13	0.0044616688976190505	0.06226613811491883	3.1289628684724907e-06	6.707449583619386e-05	1.5016723827273987e-12	3.234914327409824e-08	0.4286175797663469	1.0136375277024328	0.0751596088742506	6.298788600113836e-12
peak.46	2.7372277649720935	5.138413773831392	6.254488034172566	0.45846220344450384	5.123975546565037e-10	1.5104288677958436e-10	5.531093481189461e-18	0.006581825111066897	0.013569458096653428	5.3083554809632915e-11	0.04957673019638248	4.802947189106676e-12	4.887827491468339e-09	0.0006308750574883769	1.8804906270299202e-06	2.617721197197757e-05	0.0011837058767032553
peak.47	2.711240461073265	2.695319801506823	3.4064715146610367	0.00016614382977653833	0.9070701587885711	1.1740455581796944e-10	3.0541931916912095e-10	8.201484387084368e-05	0.004625385747769657	1.9980022597973224	3.671941711598201e-05	4.577890354982138e-09	0.01238337959892656	0.1659896461672015	4.521507740369866e-06	0.6113293367951185	6.389913761140501e-08
peak.48	3.944179093259555	0.006539330756254732	0.873687395431074	6.16870439862817e-13	7.093351880549217e-12	2.5184224777550832e-08	7.158554637795708e-14	0.9680871611808237	0.0013563054579107928	1.095635694123837e-06	0.00018796255574096655	9.242170335719944e-09	0.04966209912088945	2.6662848589470336e-09	2.907323514322169e-10	3.070697703737181e-07	3.546648902855159e-14
peak.49	3.657889135210546	0.0024387077319822413	0.24451624931186922	1.117320167530862e-06	2.036722467007849e-06	6.222022306039185e-05	1.1377651427913735e-09	0.0021701390019657806	0.9025387016252591	1.1188403667263537e-06	1.503212680050643	2.5276470762209826e-08	0.003076728615442491	0.0005136783786733102	0.0018723016213164985	1.9791659426445226e-06	2.0071671922722497e-14
peak.50	0.854927481633225	0.1627854304853099	1.2866697250599708	2.1583241179388716e-10	2.1736581010394915e-11	6.071002432669883e-07	5.005500904964844e-12	0.0006724274199589564	0.1458670122065292	2.964202809424655e-16	0.00215002802380796	0.9145482109554863	5.352742751311872e-06	1.6352411923639376e-05	0.00011086758785842976	4.113396058527927e-06	8.558716814032691e-12
peak.51	3.618164046517463	0.0003160789072989986	0.08438639523450833	1.3047149620081511e-13	0.0016149498336889884	2.46799996260338e-07	4.750166758685713e-11	5.707773411206631e-06	0.7708688239930697	0.20106742926886784	5.013185058021092e-11	2.0916986200209415e-12	0.006477801405411886	0.9987123938017209	0.009596895625531768	0.6970542764277304	6.9936881339692894e-12
peak.52	4.701352793717909	0.0032370838876158267	0.8907387335845032	4.4941570385347626e-10	1.8788982349074218e-15	6.871388974973972e-12	5.8928139486192e-17	0.00015697838113893844	0.001280109876567246	1.9000637670366008e-07	0.00010058863450888408	7.6526953529763e-12	3.5989388436976396e-06	6.666442604661813e-06	1.3755126376415608e-10	0.23236376671134815	0.3212010145592302
peak.53	1.062161679531565	0.00039918999168799115	0.0870519710915183	1.2352665901460938e-17	2.7381009406529443e-17	9.336135576990292e-12	3.902471038312066e-19	1.066255609899427e-06	1.2003449879468761e-05	2.538929934533961e-16	8.194835760718562e-11	5.933063368992767e-11	0.011830938749946942	3.873360487860557e-06	0.0013199793914989467	0.0005611692277694591	5.711017061542801e-12
peak.54	2.9913635459181678	0.763746159638589	2.1858497858332475	0.00022727375133102992	4.603655653357092e-11	3.9775860765294706e-13	8.296931717942019e-22	9.040928029349513e-05	0.0007956308029511254	1.9911204901741897e-06	1.1285318062680687e-05	5.827482734936469e-14	1.9809756894824534e-07	1.32280713531007e-07	0.09357304220392704	0.0014005479367478729	1.1291800266574338e-14
peak.55	2.0204236068819803	0.009764050494765104	0.900403239679348	1.6643690562583045e-11	1.3696155510435265e-13	2.195132085531073e-14	2.32856831775247e-19	3.1163702188787794e-05	1.0027024747232336	1.095574617741986e-06	1.8885890403981773e-07	1.0428394956527846e-08	6.416086793289994e-06	1.7433324026915685e-05	0.02969142847812124	8.734665436033168e-06	3.6832400609272676e-15
peak.56	1.4924505450253038	2.0770966804035077e-05	0.02093851980324202	2.2399396075151932e-14	5.446272913983417e-17	6.845614258899378e-16	1.580750615731971e-26	0.0007465833629203075	0.9642181964021773	2.2580426660394876e-06	1.001966036751442e-11	1.46479052004589e-08	2.7718573241442405e-08	0.8069780017849821	0.3316274321746482	0.1924349856842606	3.6862815738723894e-09
peak.57	1.2703880177079938	0.030994156749944515	1.0118611577340737	1.3149235242394167e-06	8.292757073571785e-15	1.8474620891738557e-11	2.9067565717858046e-21	3.910562585356317e-06	0.001004219685397101	2.2471298403112711e-07	9.879798941355754e-09	0.9205288320878077	1.2900903035868522e-05	1.2656822452661442e-10	2.6827462195230504e-08	5.421403599312833e-08	2.1027503414839524e-11
peak.58	3.7781992787277314	0.0002794303840602762	0.020401966959354326	4.3074438190747944e-13	0.00022012693541314	5.6396925809690906e-06	1.6973687538816942e-07	0.0012657187944200188	0.005001699674943733	4.8851922888400825e-17	0.49889234446237885	2.3883858024955306e-08	0.0010484240543012118	1.0960112686316814e-08	2.399293759402811e-06	2.6427344900029926e-07	1.6136493442858558e-12
peak.59	2.9033249755023194	0.8322539578342466	2.5371645053072838	2.556179509977341e-06	7.809324735930878e-10	5.3181547170706974e-11	7.769478943453581e-16	0.8794146307641608	0.005545311272810249	1.2957168419744065e-06	1.2084173710835246e-05	5.041421705899642e-07	6.859109491797929e-05	0.01470225436631868	6.14886090327958e-05	0.012960004267914882	3.506929859608851e-10
peak.60	1.0421195374835672	0.8267532275780649	0.956008700077557	1.8206417212180693e-08	0.0001248722516105029	3.8982701362829216e-10	2.0855674237038167e-16	0.024902971128296033	0.0026293388800634992	1.9877786403962638	5.047488387459722e-13	9.037638094951909e-09	1.4981187515737416e-06	1.551149541575716e-07	0.0002533812414768764	0.014622512021808177	1.4426962340824084e-14
peak.61	1.8395213149268084	0.06940297228182371	0.37284714732998236	5.918248179493231e-05	0.25971280451371404	0.00693065150385325	0.04054423603783741	0.0005013762376389123	0.25135907583305334	3.3130669111405704e-16	2.7697126216859365e-06	1.0499799058773843e-13	4.343655454080982e-06	0.01169835367570332	0.008255948699884825	0.0019510142247418645	0.0067631174619572
peak.62	4.0392065883855865	0.3284864043838953	1.7066346735992506	9.187475808486323e-09	0.991336527565363	0.00018272909528031515	5.860693955932108e-09	6.879579727283771e-05	0.35302997607169323	2.5498973615733275e-07	0.00011648963706886285	2.8011345459593867e-05	0.004912785159060002	0.06400569478391582	3.7328243553428254e-09	0.00320077747479919	6.9228252156403895e-12
peak.63	4.424751643858571	2.400909494709982	2.7454691613955347	0.29046993611172495	0.8819136782939004	0.014037676108823944	5.828154945173931e-08	0.007548372208224534	0.8543604969792622	0.30432837240518956	0.01657864887536244	2.85284506733393e-13	0.011564252449760132	0.015318442030406875	5.947807208042525e-09	3.023673536861641e-06	5.948658141124715e-13
peak.64	0.1830234044611329	0.015515989610556597	0.6245898275328262	1.1132455871167951e-06	3.9989670028770954e-17	2.994242860905554e-16	1.9147426360849322e-21	2.439746788463759e-05	8.739505741835784e-06	2.0013673895196592e-07	2.280139489152882e-12	2.2569553362464256e-09	1.5718443890571847e-07	8.549743835780838e-08	7.963562784943265e-10	0.0003830334490680878	0.1631558569594403
peak.65	3.854036552425339	0.0037611551338159192	0.8523732905587257	8.24125330436451e-09	1.5676862527950666e-06	0.0005832155224748956	0.00059689404301614	5.299153776351334e-06	0.00011689596209509051	5.299134195402693e-16	8.962123549988484e-07	0.0834359400800543	2.3953857179344797e-05	1.1517094399247408e-08	2.4227574288132155e-10	9.115318472579307e-07	1.8689536290887587e-11
peak.66	3.5136183566862007	0.0587651392459463	0.2045205232253307	3.269432849762448e-07	4.6182929624463976e-17	1.858594520429284e-14	9.422036252296549e-19	0.001189429834569779	0.00045678151286163724	7.770710010716752e-08	1.0632125968849524e-05	1.397708571085181e-08	1.3804908787783222e-06	8.01096221000116e-06	3.359913409695999e-07	0.014833860489897783	7.626281074374345e-13
peak.67	2.711655165715016	9.860363042079875e-05	0.054699499011904865	1.3962396868320028e-13	1.8129501585370967e-10	2.2432965112209178e-07	1.1744985564371745e-15	0.025114698678511686	9.335992239602344e-05	0.30432814248080137	0.011077794170157867	5.724806451340874e-08	8.324203899995587e-06	3.7878087105308066e-05	3.01715946716658e-11	6.753845180540516e-11	1.8683314798823963e-18
peak.68	3.6922295892755854	0.002169557673121004	0.11917891064555089	3.1241087873845393e-09	1.93518759723781e-06	1.9587908714601875e-11	5.042487684622209e-16	9.094235608942395e-07	0.009426224976289753	5.308361246485822e-11	0.00010999508681200911	5.265741900610668e-07	0.9986926204010224	7.693408892406795e-06	3.336416712419233e-09	0.049215845934307695	3.87809937864647e-09
peak.69	2.984381756402791	0.005304942686098502	0.13173119203910882	1.6988286150248267e-08	0.999682725592094	0.00603012202894623	0.005438229656382886	3.307499906447405e-05	0.4399941244163206	1.3700057536540315e-07	4.920987940019246e-07	9.414712810064372e-10	2.0637165690268514e-07	1.356041605550094e-06	1.2557488670854524e-05	6.68783889322507e-08	7.959949130697718e-12
peak.70	2.006214774383924	0.3860655669509341	1.7843060104654367	1.873906279176185e-07	7.300900595622413e-13	1.0826038943217204e-06	7.533978121422747e-08	0.0002470945490584907	0.0003269447228206669	5.656824217520463e-16	0.0031652514106395692	2.0844858999731406e-13	5.251016736567896e-06	5.190220656190961e-07	4.2384746057688665e-08	5.183865257007284e-07	1.3564955557951023e-10
peak.71	1.0866294492385475	0.10036012848067298	0.7211672059230518	1.0343230867021902e-06	0.02114615813145507	0.024792310111069422	0.007767756664159018	0.004357687682788491	0.023097381662471935	7.624900606255267e-08	0.0069675183602884	0.5384593260627862	9.875070246130068e-08	1.0184284646748385	0.050820527423110703	1.1327870736780614	1.6368776859325354e-06
peak.72	1.7907495851836914	0.0001372171782976036	0.018060152789338438	1.8636903433900255e-14	1.0638147880510772e-07	1.1490533916332632e-10	8.766916510573922e-17	0.00974202021959225	0.00041728306195456643	2.8272545703251614e-16	2.4921138342754825e-06	6.442368914206843e-08	2.6579668815304724e-06	0.5448523619908877	1.0200764139226102	0.003977082629258942	0.001974497083825492
